Exporter M.49,Exporter ISO3,Exporter,Exporter region,Resource,Year,Value (1000USD),Weight (1000kg)
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2018,0.208248,0.012
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2018,609.49456,193.834
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2018,3312.29962,231.783416
148,TCD,Chad,Sub-Saharan Africa,Coffee,2018,111.42,113
152,CHL,Chile,Latin America and the Caribbean,Coffee,2018,451.5211567,64.07375256
156,CHN,China,China,Coffee,2018,221359.1964,81798.7038
166,CCK,Cocos Islands,,Coffee,2018,60.29508,19.169
170,COL,Colombia,Latin America and the Caribbean,Coffee,2018,2534658.203,747948.9535
174,COM,Comoros,Sub-Saharan Africa,Coffee,2018,0.000772,0.000244
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2018,16630.12172,6354.391451
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2018,19537.84368,8598.541157
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),Coffee,2018,,
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2018,327596.8541,76129.84878
191,HRV,Croatia,Europe,Coffee,2018,16677.62953,2999.140345
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2018,7071.705664,1443.458403
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2018,11047.05234,1760.875753
203,CZE,Czech Republic,Europe,Coffee,2018,125624.7254,18139.10057
204,BEN,Benin,Sub-Saharan Africa,Coffee,2018,23.053112,28.999
208,DNK,Denmark,Europe,Coffee,2018,44407.00194,5432.757955
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2018,95.317482,21.049049
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2018,12137.06984,2267.890157
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2018,16205.37282,5099.261404
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2018,121190.8043,35340.66065
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2018,6.827145,1.92
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2018,613766.8364,171598.6689
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2018,0.115176,0.038016
233,EST,Estonia,Europe,Coffee,2018,20284.03937,2799.61435
234,FRO,Faeroe Islands,Europe,Coffee,2018,0.045094,0.005442
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,Coffee,2018,1.034758,0.124874
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2018,278.5546715,26.28294769
246,FIN,Finland,Europe,Coffee,2018,30843.32953,6587.020661
251,FRA,France,Europe,Coffee,2018,1175929.251,119699.7272
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2018,4.18446,0.39446619
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2018,10689.78236,2387.73826
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2018,70.7810163,25.8523823
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2018,151.2135611,15.10979229
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2018,0.044881,0.005
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2018,4199.4116,426.497776
276,DEU,Germany,Europe,Coffee,2018,2402467.013,525996.7074
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2018,119.83613,164.394322
300,GRC,Greece,Europe,Coffee,2018,19975.17962,3001.983643
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2018,0.250876,0.045225
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2018,216.296256,53.40858
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2018,782478.9852,214159.5578
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2018,16581.79471,11352.58144
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2018,1.03203,0.0496
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2018,1206.498799,121.673021
334,HMD,Heard Island and McDonald Islands,,Coffee,2018,0.048632,0.002244
340,HND,Honduras,Latin America and the Caribbean,Coffee,2018,1145531.515,420642.6699
344,HKG,"China, Hong Kong SAR",China,Coffee,2018,8139.512734,2206.471114
348,HUN,Hungary,Europe,Coffee,2018,39531.48934,6878.994022
352,ISL,Iceland,Europe,Coffee,2018,40.344073,1.494
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2018,898347.9374,290066.2004
364,IRN,Iran,Central and Southern Asia,Coffee,2018,19.046644,4.272502
368,IRQ,Iraq,Northern Africa and Western Asia,Coffee,2018,0.016533,0.003
372,IRL,Ireland,Europe,Coffee,2018,33443.11123,4568.039561
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2018,12324.01213,1526.866017
381,ITA,Italy,Europe,Coffee,2018,1733036.853,230657.6679
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2018,125335.8659,68681.2909
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2018,19660.02877,802.6792481
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2018,35234.29431,3569.709711
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2018,34.5302234,6.20330358
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2018,8414.780256,1228.678232
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2018,243547.3903,50220.94213
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2018,1.005316,0.053
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2018,7524.709773,1266.564035
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2018,5366.475518,801.175305
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2018,15.867045,0.97360942
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2018,113543.3525,33866.74302
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2018,26910.46367,3185.176797
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2018,9.367564,4.274875
428,LVA,Latvia,Europe,Coffee,2018,29327.09716,4462.451508
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2018,791.76497,430.086
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2018,0.063403,0.014
440,LTU,Lithuania,Europe,Coffee,2018,43395.24534,5751.78898
442,LUX,Luxembourg,Europe,Coffee,2018,52462.55231,7434.328525
446,MAC,"China, Macao SAR",China,Coffee,2018,1516.545195,338.810819
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2018,532.4129936,192.2673496
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2018,3093.580595,703.1551888
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2018,86515.81322,14958.00519
462,MDV,Maldives,Central and Southern Asia,Coffee,2018,,
466,MLI,Mali,Sub-Saharan Africa,Coffee,2018,6.107519,16.275
470,MLT,Malta,Europe,Coffee,2018,690.9698896,88.219441
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2018,317.8276501,117.4416864
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2018,380218.0251,111700.6959
490,,"Other Asia, nes",,Coffee,2018,10020.68293,1639.516323
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2018,3.49576,0.726
498,MDA,Moldova,Europe,Coffee,2018,211.2429127,17.33316966
499,MNE,Montenegro,Europe,Coffee,2018,509.104012,144.9019074
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2018,1018.292967,206.5663215
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2018,34.405867,2.932764
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2018,899.263821,405.4493239
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2018,101.22051,26.57416026
524,NPL,Nepal,Central and Southern Asia,Coffee,2018,1290.498365,123.2114672
528,NLD,Netherlands,Europe,Coffee,2018,817159.4321,120820.2528
531,CUW,Curacao,Latin America and the Caribbean,Coffee,2018,15.950662,2.0511
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2018,10.763068,0.71366905
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,Coffee,2018,8.727346,0.14575
535,BES,Bonaire,Latin America and the Caribbean,Coffee,2018,0.076749,0.001
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2018,10.613832,2.00707
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2018,229.653779,35.04766
554,NZL,New Zealand,Australia and New Zealand,Coffee,2018,5206.656269,613.2003669
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2018,464116.6067,142716.504
562,NER,Niger,Sub-Saharan Africa,Coffee,2018,280.718154,256.105069
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2018,126.5059,50.045854
568,,"Other Europe, nes",,Coffee,2018,34496.02314,3944.144683
570,NIU,Niue,Oceania (excl. Australia and New Zealand),Coffee,2018,,
579,NOR,Norway,Europe,Coffee,2018,3355.702275,430.9595343
581,UMI,United States Minor Outlying Islands,,Coffee,2018,6.122847,1.295
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),Coffee,2018,0.08034,0.009695
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),Coffee,2018,0.524052,0.172775
586,PAK,Pakistan,Central and Southern Asia,Coffee,2018,0.509286,0.0777
591,PAN,Panama,Latin America and the Caribbean,Coffee,2018,29936.52939,2820.979644
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2018,157923.1773,48980.58721
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2018,14.545423,2.042
604,PER,Peru,Latin America and the Caribbean,Coffee,2018,744912.8717,260102.5338
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2018,1204.465236,451.6978695
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),Coffee,2018,90.058405,37.761
616,POL,Poland,Europe,Coffee,2018,336639.6472,64513.55201
620,PRT,Portugal,Europe,Coffee,2018,88702.91794,13925.70472
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2018,34.368375,9.726
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2018,26618.56656,8899.947899
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2018,108.014524,23.49986
642,ROU,Romania,Europe,Coffee,2018,9627.892637,1302.596619
643,RUS,Russian Federation,Europe,Coffee,2018,36934.30039,6884.010622
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2018,98772.8004,32716.29654
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2018,,
660,AIA,Anguilla,Latin America and the Caribbean,Coffee,2018,110.58575,54.51744
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2018,26.372275,4.85318405
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Coffee,2018,3.52794,0.210323
674,SMR,San Marino,Europe,Coffee,2018,106.861663,12.757228
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2018,22.91363199,0.819721458
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2018,5797.713478,1540.774732
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2018,291.9770179,74.8746878
688,SRB,Serbia,Europe,Coffee,2018,8443.341333,1524.727956
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2018,19.766885,1.673
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2018,4566.002363,2829.764054
699,IND,India,Central and Southern Asia,Coffee,2018,590564.6309,249388.5003
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2018,48079.77383,7476.426568
703,SVK,Slovakia,Europe,Coffee,2018,112477.9871,21750.74423
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2018,3042867.342,1086552.918
705,SVN,Slovenia,Europe,Coffee,2018,42407.45647,11221.70538
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2018,35.563462,4.393
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2018,23245.73583,4339.821539
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2018,1619.547537,353.90097
724,ESP,Spain,Europe,Coffee,2018,321015.2783,51553.95352
732,ESH,Western Sahara,Northern Africa and Western Asia,Coffee,2018,0.358952,0.06
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2018,0.56506,0.027
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2018,179.2964251,11.0864
752,SWE,Sweden,Europe,Coffee,2018,148611.8291,25052.71238
757,CHE,Switzerland,Europe,Coffee,2018,2660124.01,212133.8898
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2018,3734.445518,1004.32466
762,TJK,Tajikistan,Central and Southern Asia,Coffee,2018,0.106,0.003
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2018,7588.810025,1443.212834
768,TGO,Togo,Sub-Saharan Africa,Coffee,2018,11523.79241,7816.606824
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2018,350.2882221,45.96956466
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2018,33012.6651,8481.193453
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2018,238.3067994,16.17195476
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2018,20344.98717,4886.779973
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2018,24.59783,7.208
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,Coffee,2018,0.035934,0.02
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2018,473012.2043,240425.3388
804,UKR,Ukraine,Europe,Coffee,2018,1742.461559,215.926906
807,MKD,North Macedonia,Europe,Coffee,2018,1992.963694,343.3717012
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2018,915.479865,149.3830478
826,GBR,United Kingdom,Europe,Coffee,2018,328426.1587,36763.217
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2018,153536.5703,52768.95544
837,,Bunkers,,Coffee,2018,40.804484,6.68
838,,Free Zones,,Coffee,2018,2528.538367,837.604
839,,Special Categories,,Coffee,2018,52.945916,7.81325
842,USA,United States,Northern America,Coffee,2018,795547.8084,104148.0799
854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee,2018,1.463534,0.1
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2018,290.889835,39.274202
860,UZB,Uzbekistan,Central and Southern Asia,Coffee,2018,0.392,0.19
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2018,5674.533441,4292.501944
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),Coffee,2018,3.034311,0.19
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2018,19455.66555,3824.296104
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2018,4118.708792,1096.77012
899,,"Areas, nes",,Coffee,2018,45329.6842,17745.23417
4,AFG,Afghanistan,Central and Southern Asia,Coffee,2019,,
8,ALB,Albania,Europe,Coffee,2019,1104.541137,142.877667
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2019,6.935014,1.003936
20,AND,Andorra,Europe,Coffee,2019,7.283299,1.276
24,AGO,Angola,Sub-Saharan Africa,Coffee,2019,1964.726167,1193.625832
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2019,60.988678,3.88596251
31,AZE,Azerbaijan,Northern Africa and Western Asia,Coffee,2019,0.05,0.0004
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2019,1488.446278,192.4519154
36,AUS,Australia,Australia and New Zealand,Coffee,2019,27191.54882,3537.32481
40,AUT,Austria,Europe,Coffee,2019,80224.1203,11750.78275
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2019,0.01,0.001814
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2019,215.2071725,49.19625171
50,BGD,Bangladesh,Central and Southern Asia,Coffee,2019,,
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2019,4086.726222,917.0778486
52,BRB,Barbados,Latin America and the Caribbean,Coffee,2019,27.48749,1.961
56,BEL,Belgium,Europe,Coffee,2019,429508.352,107348.959
60,BMU,Bermuda,Northern America,Coffee,2019,0.436673,0.0202
64,BTN,Bhutan,Central and Southern Asia,Coffee,2019,,
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2019,9600.069527,1394.698077
70,BIH,Bosnia Herzegovina,Europe,Coffee,2019,6000.188612,1255.932704
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2019,46.88861145,6.837074662
74,BVT,Bouvet Island,,Coffee,2019,,
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2019,4817447.235,2197452.434
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2019,279.713824,107.29181
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),Coffee,2019,2.038929,0.2
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2019,0.000754,0.002
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2019,147.09958,47.334
100,BGR,Bulgaria,Europe,Coffee,2019,80938.63746,17691.69449
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2019,3391.541681,1188.965362
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2019,47842.2869,20238.36986
112,BLR,Belarus,Europe,Coffee,2019,3099.930248,979.9809459
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2019,43.31207,7.4482376
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2019,33049.34289,20299.07337
124,CAN,Canada,Northern America,Coffee,2019,459507.92,58730.88938
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2019,27.93615,3
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2019,567.07687,526.365
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2019,3138.94017,201.3399165
152,CHL,Chile,Latin America and the Caribbean,Coffee,2019,549.8569943,83.39650981
156,CHN,China,China,Coffee,2019,168852.2878,69684.47706
166,CCK,Cocos Islands,,Coffee,2019,0.208267,0.005
170,COL,Colombia,Latin America and the Caribbean,Coffee,2019,2580596.875,795770.8172
174,COM,Comoros,Sub-Saharan Africa,Coffee,2019,60.965981,21.17
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2019,10972.28573,4791.348595
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2019,19443.99526,9536.534665
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2019,277041.8806,60827.89524
191,HRV,Croatia,Europe,Coffee,2019,15242.09522,2637.550373
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2019,6106.54975,1071.631343
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2019,10866.77615,1857.614327
203,CZE,Czech Republic,Europe,Coffee,2019,133807.3596,19997.8864
204,BEN,Benin,Sub-Saharan Africa,Coffee,2019,0.066379,0.04
208,DNK,Denmark,Europe,Coffee,2019,46492.47003,5598.495434
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2019,101.090748,16.325
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2019,12062.53223,2963.299796
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2019,9375.854438,1878.084515
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2019,116124.3735,35559.13809
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2019,839883.0239,260080.6554
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2019,2.037531,0.727
233,EST,Estonia,Europe,Coffee,2019,19029.76855,2829.661226
234,FRO,Faeroe Islands,Europe,Coffee,2019,10.760394,1.08
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2019,44.5307215,9.68771
246,FIN,Finland,Europe,Coffee,2019,21647.07899,4252.983066
251,FRA,France,Europe,Coffee,2019,1077761.781,58568.28153
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2019,15.4813684,0.55091166
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2019,5699.854789,1510.454
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2019,6.944884,1.8497977
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2019,117.123779,14.2940083
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2019,3.286621,8.032
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2019,3539.61236,632.306945
276,DEU,Germany,Europe,Coffee,2019,2262370.854,534118.8746
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2019,845.723943,332.772614
292,GIB,Gibraltar,Europe,Coffee,2019,0.027902,0.003
300,GRC,Greece,Europe,Coffee,2019,23148.98895,4014.515036
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2019,1.774815,0.174
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2019,124.466421,38.436
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2019,785510.5638,224264.839
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2019,7266.22848,5325.646
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2019,1.638524,0.248269
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2019,915.975412,106.1426
334,HMD,Heard Island and McDonald Islands,,Coffee,2019,0.018088,0.001
336,VAT,Holy See,Europe,Coffee,2019,7.847607,0.518
340,HND,Honduras,Latin America and the Caribbean,Coffee,2019,1125057.956,450990.4776
344,HKG,"China, Hong Kong SAR",China,Coffee,2019,3923.905068,730.4596797
348,HUN,Hungary,Europe,Coffee,2019,28944.78418,5475.800598
352,ISL,Iceland,Europe,Coffee,2019,32.405316,1.527798
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2019,932623.3981,345148.3128
364,IRN,Iran,Central and Southern Asia,Coffee,2019,44.889226,9.983782
368,IRQ,Iraq,Northern Africa and Western Asia,Coffee,2019,10.422139,1.929
372,IRL,Ireland,Europe,Coffee,2019,38704.02657,4846.393391
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2019,12344.46126,1633.576782
381,ITA,Italy,Europe,Coffee,2019,1746565.806,257406.9635
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2019,157904.2777,101368.8463
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2019,16516.85123,669.3832812
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2019,33349.18402,3137.437624
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2019,564.921468,74.92693812
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2019,10566.7668,1967.825047
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2019,217761.0838,56829.38657
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2019,1.200448,0.69788
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2019,5446.715336,1043.719555
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2019,4216.709475,512.2906028
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2019,1.74329,0.421986
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2019,80124.79105,33261.84859
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2019,24371.26478,3047.050017
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2019,4.61912047,1.68553803
428,LVA,Latvia,Europe,Coffee,2019,30259.00131,4518.946707
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2019,47.5008,39.829
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2019,2.1581874,0.2017
440,LTU,Lithuania,Europe,Coffee,2019,52808.9947,7305.343325
442,LUX,Luxembourg,Europe,Coffee,2019,50157.00317,7778.19925
446,MAC,"China, Macao SAR",China,Coffee,2019,1299.42559,300.242106
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2019,445.8362912,263.2759918
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2019,3548.122716,1068.675292
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2019,139221.7382,21734.93886
462,MDV,Maldives,Central and Southern Asia,Coffee,2019,2.550234,0.211
466,MLI,Mali,Sub-Saharan Africa,Coffee,2019,36.8744846,11.1940074
470,MLT,Malta,Europe,Coffee,2019,42.75382011,6.748962948
478,MRT,Mauritania,Sub-Saharan Africa,Coffee,2019,1.78662,2.017
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2019,198.2316922,29.65435297
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2019,334479.3775,108958.7677
490,,"Other Asia, nes",,Coffee,2019,7333.262288,906.5693686
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2019,0.307,0.0308
498,MDA,Moldova,Europe,Coffee,2019,405.6248196,45.47797596
499,MNE,Montenegro,Europe,Coffee,2019,123.2716949,47.12475
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2019,2033.509478,336.4509773
