Exporter M.49,Exporter ISO3,Exporter,Exporter region,Resource,Year,Value (1000USD),Weight (1000kg)
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),Coffee,2008,7.127241,0.06
300,GRC,Greece,Europe,Coffee,2008,9217.38775,2350.662268
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2008,,
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2008,164.49214,42.536
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2008,746368.0364,256068.4334
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2008,25815.17619,13472.0694
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2008,105.5309094,40.05938866
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2008,3336.914944,1012.728
340,HND,Honduras,Latin America and the Caribbean,Coffee,2008,581157.4921,199973.8379
344,HKG,"China, Hong Kong SAR",China,Coffee,2008,4308.675331,871.7573399
348,HUN,Hungary,Europe,Coffee,2008,26374.20399,4350.824297
352,ISL,Iceland,Europe,Coffee,2008,15.561772,3.27856207
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2008,1066305.711,461867.5462
364,IRN,Iran,Central and Southern Asia,Coffee,2008,7.485063,1.057294
372,IRL,Ireland,Europe,Coffee,2008,11861.4558,1049.704571
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2008,5621.094296,918.6697312
381,ITA,Italy,Europe,Coffee,2008,935820.5331,117785.0881
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2008,175473.1338,82343.42516
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2008,30042.57241,11222.23621
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2008,7236.586753,1014.026078
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2008,3.867,1.351
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2008,2358.952583,706.9563504
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2008,186446.8679,56374.17187
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2008,1633.833972,232.1675591
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2008,608.1851767,121.1009111
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2008,2.313,0.982
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2008,44181.83927,18771.2211
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2008,13830.00092,2212.669251
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2008,6.290955,1.908876
428,LVA,Latvia,Europe,Coffee,2008,11782.99387,2024.980857
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2008,251.024755,125.342
440,LTU,Lithuania,Europe,Coffee,2008,19231.49059,2335.841899
442,LUX,Luxembourg,Europe,Coffee,2008,27933.9491,3821.955159
446,MAC,"China, Macao SAR",China,Coffee,2008,504.5143242,114.3689103
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2008,22024.39634,10489.83235
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2008,7039.354253,2568.894415
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2008,8162.697425,2692.59181
466,MLI,Mali,Sub-Saharan Africa,Coffee,2008,25.30286,28.982
470,MLT,Malta,Europe,Coffee,2008,93.426414,11.301
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2008,60.21941245,5.10739215
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2008,365219.8778,116357.7918
490,,"Other Asia, nes",,Coffee,2008,6482.465423,2659.831283
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2008,0.134,0.015
498,MDA,Moldova,Europe,Coffee,2008,11.283,4.342
499,MNE,Montenegro,Europe,Coffee,2008,307.425235,81.0947412
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2008,578.4223824,125.1435387
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2008,7.11,3.041
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2008,29.767,16.016
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2008,75.894415,8.291156
524,NPL,Nepal,Central and Southern Asia,Coffee,2008,474.68013,59.639
528,NLD,Netherlands,Europe,Coffee,2008,353619.8743,67482.20295
530,ANT,Netherlands Antilles,,Coffee,2008,28.75833417,6.237356913
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2008,7.692528,0.5
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2008,198.8331912,46.85195283
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2008,4.521,0.536
554,NZL,New Zealand,Australia and New Zealand,Coffee,2008,2169.406906,348.652911
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2008,301465.1181,102073.3284
562,NER,Niger,Sub-Saharan Africa,Coffee,2008,19.781,6.3
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2008,289.023513,109.061306
568,,"Other Europe, nes",,Coffee,2008,21880.44541,5567.396859
577,,"Other Africa, nes",,Coffee,2008,0.002,0.002
579,NOR,Norway,Europe,Coffee,2008,2184.166648,328.818395
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),Coffee,2008,3.118,0.859
581,UMI,United States Minor Outlying Islands,,Coffee,2008,5.704,0.417
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),Coffee,2008,0.483,0.086
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),Coffee,2008,4.187,0.309
586,PAK,Pakistan,Central and Southern Asia,Coffee,2008,155.963248,104.963
591,PAN,Panama,Latin America and the Caribbean,Coffee,2008,20733.8914,6311.928875
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2008,201824.8699,69085.0948
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2008,27.927899,1.385
604,PER,Peru,Latin America and the Caribbean,Coffee,2008,671849.3595,227122.5541
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2008,363.5085666,1218.037386
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),Coffee,2008,288.17,77.585
616,POL,Poland,Europe,Coffee,2008,111256.8774,23027.68379
620,PRT,Portugal,Europe,Coffee,2008,43768.79655,8234.609749
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2008,12308.14527,4387.707
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2008,0.144,0.011
642,ROU,Romania,Europe,Coffee,2008,4971.655795,823.6686021
643,RUS,Russian Federation,Europe,Coffee,2008,27661.07364,5343.095693
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2008,77640.2455,29005.83113
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2008,,
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2008,24.966,6.422
660,AIA,Anguilla,Latin America and the Caribbean,Coffee,2008,0.196,0.009
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2008,2.7,0.585
674,SMR,San Marino,Europe,Coffee,2008,85.404342,11.152
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2008,26.39,2.468
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2008,1981.677924,936.673653
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2008,93.5754,18.873
688,SRB,Serbia,Europe,Coffee,2008,2734.590964,625.749002
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2008,11.588083,0.668864
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2008,3358.70897,1527.673
699,IND,India,Central and Southern Asia,Coffee,2008,422624.7176,158906.2552
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2008,33133.11768,8507.716589
703,SVK,Slovakia,Europe,Coffee,2008,61422.97232,11999.88266
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2008,2375614.786,1106805.181
705,SVN,Slovenia,Europe,Coffee,2008,3179.873702,620.4750786
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2008,1.775,1.5
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2008,16486.36957,4652.069451
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2008,3422.296464,1412.835761
724,ESP,Spain,Europe,Coffee,2008,137575.1985,26125.71143
732,ESH,Western Sahara,Northern Africa and Western Asia,Coffee,2008,2.090153,0.827
736,SDN,Former Sudan,,Coffee,2008,1.433261,0.797
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2008,2.032,0.432
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2008,25.30563047,11.70086855
752,SWE,Sweden,Europe,Coffee,2008,137618.8496,26317.31582
757,CHE,Switzerland,Europe,Coffee,2008,629875.232,28057.23441
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2008,6217.076281,1208.596877
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2008,20825.26421,7198.498539
768,TGO,Togo,Sub-Saharan Africa,Coffee,2008,27675.8806,13749.88591
776,TON,Tonga,Oceania (excl. Australia and New Zealand),Coffee,2008,53.17,21.17
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2008,299.7057418,37.7226594
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2008,4819.332345,1886.450249
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2008,38.062054,9.937664
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2008,3441.048283,677.278675
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),Coffee,2008,64.641,5
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2008,424885.2591,195030.1918
804,UKR,Ukraine,Europe,Coffee,2008,2217.50978,278.1567314
807,MKD,North Macedonia,Europe,Coffee,2008,870.9950074,174.9343236
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2008,17187.35763,3199.596527
826,GBR,United Kingdom,Europe,Coffee,2008,132217.3562,16449.45436
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2008,111504.8037,44095.43636
838,,Free Zones,,Coffee,2008,81.13,13.783
842,USA,United States,Northern America,Coffee,2008,587120.4024,104736.4167
854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee,2008,0.373,0.301
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2008,30.543,38.4
860,UZB,Uzbekistan,Central and Southern Asia,Coffee,2008,0.369314,0.016
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2008,13522.38938,5663.6342
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),Coffee,2008,7.032,1.185
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),Coffee,2008,4.133,1.431
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2008,18517.27455,6400.006275
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2008,12502.41061,4227.554914
899,,"Areas, nes",,Coffee,2008,1066.069898,263.189574
8,ALB,Albania,Europe,Coffee,2009,1325.009773,221.5088114
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2009,1.5144784,0.21521701
20,AND,Andorra,Europe,Coffee,2009,65.266,18.66
24,AGO,Angola,Sub-Saharan Africa,Coffee,2009,930.47715,428.4
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2009,163.454,62.176
31,AZE,Azerbaijan,Northern Africa and Western Asia,Coffee,2009,3.392,0.85
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2009,841.2914784,131.0597832
36,AUS,Australia,Australia and New Zealand,Coffee,2009,15425.43812,2177.276075
40,AUT,Austria,Europe,Coffee,2009,112006.373,22674.57464
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2009,12.338,27.395
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2009,346.194273,38.0012715
50,BGD,Bangladesh,Central and Southern Asia,Coffee,2009,0.122,0.015
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2009,9952.147654,3513.02176
52,BRB,Barbados,Latin America and the Caribbean,Coffee,2009,41.696917,19.15
56,BEL,Belgium,Europe,Coffee,2009,633693.1253,164759.2713
64,BTN,Bhutan,Central and Southern Asia,Coffee,2009,20.309,6.063
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2009,19403.03621,5621.848227
70,BIH,Bosnia Herzegovina,Europe,Coffee,2009,4001.20057,895.279518
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2009,88.79686886,12.90096488
74,BVT,Bouvet Island,,Coffee,2009,,
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2009,4054844.518,1682385.234
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2009,228.653927,84.9648577
86,IOT,British Indian Ocean Territory,,Coffee,2009,12.975,6.511
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),Coffee,2009,,
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2009,46.17229,19.2
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2009,282.632973,89.71923
100,BGR,Bulgaria,Europe,Coffee,2009,28895.918,6161.593026
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2009,11.729,16.004
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2009,73068.01152,26796.47668
112,BLR,Belarus,Europe,Coffee,2009,59.143,7.5588
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2009,95.31932,33.57875
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2009,58582.5364,33701.39116
124,CAN,Canada,Northern America,Coffee,2009,205068.6317,28951.02976
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2009,172.50618,47.151701
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2009,81.219156,4.099
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2009,1312.994237,1252.34507
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2009,262.4477783,74.67061933
152,CHL,Chile,Latin America and the Caribbean,Coffee,2009,651.2592977,111.832451
156,CHN,China,China,Coffee,2009,86604.71666,33347.14004
170,COL,Colombia,Latin America and the Caribbean,Coffee,2009,1675178.78,488972.1589
174,COM,Comoros,Sub-Saharan Africa,Coffee,2009,2.793588,0.5
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2009,12316.74472,5439.25674
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2009,16117.41435,7112.487
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2009,233508.2915,74447.93455
191,HRV,Croatia,Europe,Coffee,2009,6417.407785,1120.199456
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2009,3114.159212,545.22818
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2009,3779.00587,467.7821961
203,CZE,Czech Republic,Europe,Coffee,2009,67870.57994,11840.13551
204,BEN,Benin,Sub-Saharan Africa,Coffee,2009,0.365729,0.221
208,DNK,Denmark,Europe,Coffee,2009,36160.32768,5691.950351
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2009,117.773202,27.031
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2009,21019.35543,6028.626965
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2009,51672.94759,27904.00991
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2009,260016.8603,87594.68662
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2009,20.283,2.804
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2009,287390.9308,98263.9792
233,EST,Estonia,Europe,Coffee,2009,37006.03402,12569.86197
234,FRO,Faeroe Islands,Europe,Coffee,2009,0.153,0.04
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2009,154.1079697,37.5907831
246,FIN,Finland,Europe,Coffee,2009,44846.21368,10365.02526
251,FRA,France,Europe,Coffee,2009,112267.5517,17907.02416
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2009,19.682,0.92
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2009,4143.939924,1448.478307
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2009,107.400622,59.66845
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2009,57.25013,20.917
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2009,55.518,20.5
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2009,564.391025,78.98513
276,DEU,Germany,Europe,Coffee,2009,1587566.251,421965.2235
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2009,2618.691602,2220.417849
292,GIB,Gibraltar,Europe,Coffee,2009,5.228,1.138
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),Coffee,2009,5.165076,0.15
300,GRC,Greece,Europe,Coffee,2009,6582.613761,1628.11749
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2009,0.058,0.011
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2009,190.492,63.807
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2009,682890.7325,222570.6387
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2009,44888.43359,26623.19253
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2009,37.892,8.874
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2009,3083.340555,935.305
336,VAT,Holy See,Europe,Coffee,2009,7.926023,1.527004
340,HND,Honduras,Latin America and the Caribbean,Coffee,2009,556331.5479,197778.9207
344,HKG,"China, Hong Kong SAR",China,Coffee,2009,4530.104917,976.6111242
348,HUN,Hungary,Europe,Coffee,2009,43985.00163,7973.632467
352,ISL,Iceland,Europe,Coffee,2009,31.8424641,4.0180281
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2009,914614.5877,495112.034
364,IRN,Iran,Central and Southern Asia,Coffee,2009,2.658112,0.483
372,IRL,Ireland,Europe,Coffee,2009,7542.60129,1223.950413
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2009,7747.288368,1323.207201
381,ITA,Italy,Europe,Coffee,2009,881385.5384,114541.0579
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2009,136919.0355,79511.3373
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2009,37873.16441,1732.543659
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2009,10549.43471,1912.59759
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2009,10.24739617,1.227606564
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2009,5429.889365,1672.130329
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2009,212828.2786,63266.15462
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2009,,
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2009,4058.269936,871.7005431
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2009,822.903894,163.879673
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2009,1.72,0.628
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2009,36651.6018,18607.897
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2009,13541.16017,2148.182467
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2009,0.064199,0.083
428,LVA,Latvia,Europe,Coffee,2009,10694.09087,2194.251138
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2009,883.04585,625.12759
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2009,0.043,0.01
440,LTU,Lithuania,Europe,Coffee,2009,21732.23928,3144.47805
442,LUX,Luxembourg,Europe,Coffee,2009,24398.00735,3424.199166
446,MAC,"China, Macao SAR",China,Coffee,2009,656.552192,156.957386
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2009,3951.667896,2341.523047
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2009,5180.731537,2015.20692
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2009,12375.61931,4619.76613
466,MLI,Mali,Sub-Saharan Africa,Coffee,2009,7.51041,18.618
470,MLT,Malta,Europe,Coffee,2009,43.773,4.465
473,,"Latin American Integration Association, nes",,Coffee,2009,118.78873,35.09841
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2009,43.8361821,5.26046997
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2009,391753.5247,134912.6217
490,,"Other Asia, nes",,Coffee,2009,2554.199623,773.8810646
498,MDA,Moldova,Europe,Coffee,2009,74.47167,23.0695
499,MNE,Montenegro,Europe,Coffee,2009,152.408664,36.677
500,MSR,Montserrat,Latin America and the Caribbean,Coffee,2009,61.02146,18.976
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2009,885.677471,238.042007
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2009,114.472841,44.361755
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2009,334.0628307,57.12540119
524,NPL,Nepal,Central and Southern Asia,Coffee,2009,1791.87487,526.8260029
528,NLD,Netherlands,Europe,Coffee,2009,334801.9527,55338.73758
530,ANT,Netherlands Antilles,,Coffee,2009,24.989,4.531
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2009,0.186,0.025
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2009,238.3414549,47.09516859
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2009,26.4666033,3.3916479
554,NZL,New Zealand,Australia and New Zealand,Coffee,2009,5653.355893,942.9773711
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2009,271688.2422,87924.52991
562,NER,Niger,Sub-Saharan Africa,Coffee,2009,2.05,1.77
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2009,141.70216,39.175
568,,"Other Europe, nes",,Coffee,2009,88765.59356,7416.531924
579,NOR,Norway,Europe,Coffee,2009,1971.841422,432.5668285
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),Coffee,2009,7.956,1.204
581,UMI,United States Minor Outlying Islands,,Coffee,2009,20.863481,1.325
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),Coffee,2009,0.054,0.005
585,PLW,Palau,Oceania (excl. Australia and New Zealand),Coffee,2009,0.079,0.011
586,PAK,Pakistan,Central and Southern Asia,Coffee,2009,1.94057,1.255589
