Importer M.49,Importer ISO3,Importer,Importer region,Resource,Year,Value (1000USD),Weight (1000kg)
112,BLR,Belarus,Europe,Coffee,2003,1728.089241,611.7668231
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2003,62.62727679,40.50654512
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2003,595.5629706,96.29775421
124,CAN,Canada,Northern America,Coffee,2003,370725.2159,180399.5809
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2003,680.4689987,535.7664451
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2003,244.513334,30.711
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2003,90.264,60.839
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2003,458.9552957,147.8558649
148,TCD,Chad,Sub-Saharan Africa,Coffee,2003,73.643,110.066
152,CHL,Chile,Latin America and the Caribbean,Coffee,2003,13459.42555,14083.89978
156,CHN,China,China,Coffee,2003,16065.13257,10297.94671
170,COL,Colombia,Latin America and the Caribbean,Coffee,2003,2071.525419,2001.181964
174,COM,Comoros,Sub-Saharan Africa,Coffee,2003,4.694975,0.527
175,MYT,Mayotte,Sub-Saharan Africa,Coffee,2003,188.02368,48.952557
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2003,870.401102,446.04
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2003,686.76,337.141
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),Coffee,2003,175.412,18.339
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2003,756.9349482,273.6366484
191,HRV,Croatia,Europe,Coffee,2003,22653.75022,14479.14809
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2003,2714.975519,1987.236277
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2003,3401.700682,2267.270767
203,CZE,Czech Republic,Europe,Coffee,2003,36085.64018,26693.15194
204,BEN,Benin,Sub-Saharan Africa,Coffee,2003,61.0291681,22.99810105
208,DNK,Denmark,Europe,Coffee,2003,66895.86274,50180.17177
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2003,23.5458376,8.7602025
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2003,651.859608,254.8188137
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2003,4311.418148,4218.965718
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2003,1357.534368,1365.024325
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2003,14.913614,4.799
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2003,265.018254,177.599
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2003,5136.217101,8309.272842
233,EST,Estonia,Europe,Coffee,2003,33782.49184,12355.21789
234,FRO,Faeroe Islands,Europe,Coffee,2003,1125.23624,312.0905981
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,Coffee,2003,1.182,0.104
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2003,611.1131961,124.0489234
246,FIN,Finland,Europe,Coffee,2003,79741.28698,59070.64631
251,FRA,France,Europe,Coffee,2003,533761.9612,316500.554
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2003,1905.6622,358.044164
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2003,2780.74448,2732.511
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2003,330.521455,113.6450854
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2003,4837.102646,5550.449852
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2003,140.7831943,197.0072517
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2003,257.875,186.416
276,DEU,Germany,Europe,Coffee,2003,1141504.818,884960.4562
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2003,231.3010929,122.9307696
292,GIB,Gibraltar,Europe,Coffee,2003,118.920599,49.2227
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),Coffee,2003,24.175,2.219
300,GRC,Greece,Europe,Coffee,2003,60298.44476,40385.49503
304,GRL,Greenland,Northern America,Coffee,2003,1783.087675,368.474593
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2003,99.7530444,36.01080432
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2003,33.157,2.358
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2003,669.8949166,391.7044865
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2003,39.001083,13.118
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2003,9.4106116,3.611231355
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2003,22.437,19.137
336,VAT,Holy See,Europe,Coffee,2003,285.724553,54.49
340,HND,Honduras,Latin America and the Caribbean,Coffee,2003,315.4268432,188.928046
344,HKG,"China, Hong Kong SAR",China,Coffee,2003,12568.04049,5064.148665
348,HUN,Hungary,Europe,Coffee,2003,28816.75255,25251.12837
352,ISL,Iceland,Europe,Coffee,2003,8651.366932,3494.046679
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2003,5530.261525,4462.89856
364,IRN,Iran,Central and Southern Asia,Coffee,2003,1676.368853,1692.294496
368,IRQ,Iraq,Northern Africa and Western Asia,Coffee,2003,241.853,66.688
372,IRL,Ireland,Europe,Coffee,2003,20667.47744,6565.563316
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2003,33739.11195,20401.03492
381,ITA,Italy,Europe,Coffee,2003,462152.6441,395323.184
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2003,509.6488254,142.492918
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2003,682.908128,398.2329185
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2003,532410.7997,368655.5893
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2003,885.767988,177.9262474
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2003,8044.329116,7590.496454
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2003,6424.671574,6864.626124
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2003,7882.766316,5845.644
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2003,75713.33626,62104.61687
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2003,4578.095216,2918.661
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2003,70.5071392,28.71450234
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2003,289.274,235.576
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2003,14261.79991,15209.12962
428,LVA,Latvia,Europe,Coffee,2003,17056.61617,4945.965107
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2003,47.098821,12.861
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2003,1461.708617,1214.367
440,LTU,Lithuania,Europe,Coffee,2003,30278.10072,10367.99058
442,LUX,Luxembourg,Europe,Coffee,2003,48475.06205,9163.767496
446,MAC,"China, Macao SAR",China,Coffee,2003,1192.650604,703.5883901
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2003,128.850154,29.8374291
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2003,75.17849292,30.63564903
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2003,18648.40327,17572.32222
462,MDV,Maldives,Central and Southern Asia,Coffee,2003,475.9377926,64.99055017
466,MLI,Mali,Sub-Saharan Africa,Coffee,2003,755.3757927,540.0906641
470,MLT,Malta,Europe,Coffee,2003,1628.603844,349.5158618
478,MRT,Mauritania,Sub-Saharan Africa,Coffee,2003,225.271624,277.085
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2003,506.8764141,226.2340881
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2003,14412.59982,14948.90214
490,,"Other Asia, nes",,Coffee,2003,18372.89589,8604.342331
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2003,143.5507699,31.92385506
498,MDA,Moldova,Europe,Coffee,2003,1592.856394,266.0373417
500,MSR,Montserrat,Latin America and the Caribbean,Coffee,2003,86.25,58.263
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2003,24181.18327,28174.82972
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2003,1188.081188,322.7962662
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2003,2557.892739,1930.477
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2003,2099.667316,626.6105384
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),Coffee,2003,74.838596,38.052
524,NPL,Nepal,Central and Southern Asia,Coffee,2003,332.3109415,192.5374916
527,,"Oceania, nes",,Coffee,2003,1.2,0.415
528,NLD,Netherlands,Europe,Coffee,2003,329104.8219,188206.6053
530,ANT,Netherlands Antilles,,Coffee,2003,2223.149004,879.46732
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2003,421.54786,112.404622
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2003,1098.248556,342.4309699
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2003,58.961,9.153
554,NZL,New Zealand,Australia and New Zealand,Coffee,2003,15631.81921,6155.153202
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2003,3037.969771,5436.053644
562,NER,Niger,Sub-Saharan Africa,Coffee,2003,186.248454,105.0651614
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2003,2057.15756,526.0137298
568,,"Other Europe, nes",,Coffee,2003,0.007144,0.001
570,NIU,Niue,Oceania (excl. Australia and New Zealand),Coffee,2003,8.082,0.705
574,NFK,Norfolk Islands,Australia and New Zealand,Coffee,2003,18.452,2.829
577,,"Other Africa, nes",,Coffee,2003,1.988,0.085
579,NOR,Norway,Europe,Coffee,2003,53089.72868,36142.01224
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),Coffee,2003,5.157,0.9
581,UMI,United States Minor Outlying Islands,,Coffee,2003,27.997,17.941
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),Coffee,2003,391.2346222,228.0768683
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),Coffee,2003,2.624,0.321
586,PAK,Pakistan,Central and Southern Asia,Coffee,2003,252.587708,250.872
591,PAN,Panama,Latin America and the Caribbean,Coffee,2003,5025.343055,3810.80997
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2003,163.90894,78.08603142
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2003,989.3917043,1267.351362
604,PER,Peru,Latin America and the Caribbean,Coffee,2003,341.4309498,92.65436096
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2003,18957.95063,16769.29595
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),Coffee,2003,11.604,19.2
616,POL,Poland,Europe,Coffee,2003,113797.5571,91311.4888
620,PRT,Portugal,Europe,Coffee,2003,64713.79539,43339.6841
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2003,13.1052483,3.63322203
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2003,47.436,7.924
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2003,1211.353269,532.0656827
642,ROU,Romania,Europe,Coffee,2003,43461.22789,31155.2206
643,RUS,Russian Federation,Europe,Coffee,2003,41894.30477,25976.50733
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2003,1.644,0.237
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2003,1337.398,2169.4
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2003,94.80161534,29.90126604
660,AIA,Anguilla,Latin America and the Caribbean,Coffee,2003,6.791,0.7
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2003,167.9564574,25.54236114
666,SPM,Saint Pierre and Miquelon,Northern America,Coffee,2003,28.149,2.981
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Coffee,2003,44.32344876,10.83946679
674,SMR,San Marino,Europe,Coffee,2003,41.265617,0.993
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2003,19.49717468,2.662000143
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2003,47516.89049,30572.73015
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2003,718.0589966,303.2856643
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2003,93.318073,14.414
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2003,171.849768,56.184
699,IND,India,Central and Southern Asia,Coffee,2003,3713.728674,6955.672494
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2003,40416.11213,36569.27493
703,SVK,Slovakia,Europe,Coffee,2003,17642.78689,11082.00731
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2003,4468.374143,3593.241979
705,SVN,Slovenia,Europe,Coffee,2003,26155.96139,25515.86372
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2003,134.828,694.5
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2003,20684.62586,19115.82114
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2003,152.4534563,67.42395212
724,ESP,Spain,Europe,Coffee,2003,270830.9049,213480.2062
736,SDN,Former Sudan,,Coffee,2003,15579.63319,12588.61348
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2003,141.788,61.662
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2003,1160.664848,731.416
752,SWE,Sweden,Europe,Coffee,2003,134814.0874,91225.01002
757,CHE,Switzerland,Europe,Coffee,2003,153871.1231,105213.9618
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2003,16844.44277,11464.97928
762,TJK,Tajikistan,Central and Southern Asia,Coffee,2003,926.491,73.7
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2003,1751.384693,479.0366601
768,TGO,Togo,Sub-Saharan Africa,Coffee,2003,150.094559,105.5970895
776,TON,Tonga,Oceania (excl. Australia and New Zealand),Coffee,2003,18.717,4.488
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2003,76.192122,29.03638844
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2003,12700.50459,6388.708
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2003,5578.594774,6021.25069
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2003,14320.71321,12631.08965
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2003,255.770118,55.07
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,Coffee,2003,6.409234,1.765
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),Coffee,2003,18.202,3.366
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2003,4170.369761,4097.176892
804,UKR,Ukraine,Europe,Coffee,2003,23284.36753,11756.75037
807,MKD,North Macedonia,Europe,Coffee,2003,8500.532773,7330.850356
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2003,10785.37147,14070.748
826,GBR,United Kingdom,Europe,Coffee,2003,258832.5183,150986.0097
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2003,3107.420014,3054.906063
837,,Bunkers,,Coffee,2003,358.034908,56.966
838,,Free Zones,,Coffee,2003,617.922,572.686
842,USA,United States,Northern America,Coffee,2003,1844462.527,1245580.612
854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee,2003,255.2316185,765.2706139
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2003,1666.64487,1427.679762
860,UZB,Uzbekistan,Central and Southern Asia,Coffee,2003,350.151,70.354
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2003,1556.783759,968.3666777
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),Coffee,2003,19.148,2.537
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),Coffee,2003,143.4020185,78.2111821
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2003,962.21757,668.808
891,SCG,Serbia and Montenegro,,Coffee,2003,7065.672196,3841.912
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2003,328.678811,98.85170411
899,,"Areas, nes",,Coffee,2003,3030.802094,736.604203
4,AFG,Afghanistan,Central and Southern Asia,Coffee,2004,179.447623,35.761
8,ALB,Albania,Europe,Coffee,2004,7558.348343,4345.083545
10,ATA,Antarctica,,Coffee,2004,,
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2004,91875.8048,111827.2303
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),Coffee,2004,79.599184,61.348
20,AND,Andorra,Europe,Coffee,2004,1996.853811,458.1226207
24,AGO,Angola,Sub-Saharan Africa,Coffee,2004,961.08,293.508
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2004,53.349756,9.39909
31,AZE,Azerbaijan,Northern Africa and Western Asia,Coffee,2004,690.3525969,146.7806364
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2004,35874.82027,30636.12771
36,AUS,Australia,Australia and New Zealand,Coffee,2004,76803.44383,37814.04067
40,AUT,Austria,Europe,Coffee,2004,166014.6354,98581.48134
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2004,995.5035619,319.8177065
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2004,936.2420153,190.7945719
50,BGD,Bangladesh,Central and Southern Asia,Coffee,2004,166.3790298,44.6877216
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2004,11873.43282,11191.29551
52,BRB,Barbados,Latin America and the Caribbean,Coffee,2004,372.7965412,101.6430518
56,BEL,Belgium,Europe,Coffee,2004,431856.8723,264483.7425
60,BMU,Bermuda,Northern America,Coffee,2004,574.544176,90.049
64,BTN,Bhutan,Central and Southern Asia,Coffee,2004,67.190346,54
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2004,28.21987375,8.254078868
70,BIH,Bosnia Herzegovina,Europe,Coffee,2004,24041.94956,20486.38731
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2004,3552.008521,1982.554727
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2004,1662.002836,399.0970615
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2004,115.8745718,61.3888128
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),Coffee,2004,6.061,3.343
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2004,495.361,345.236
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2004,314.5741264,116.3768577
100,BGR,Bulgaria,Europe,Coffee,2004,19672.60199,14206.13125
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2004,817.68693,215.9585
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2004,134.319,94.77
112,BLR,Belarus,Europe,Coffee,2004,3835.400414,1171.602927
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2004,67.3003673,50.9649245
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2004,164.9541933,73.2683781
124,CAN,Canada,Northern America,Coffee,2004,443920.6283,200167.9984
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2004,1447.32232,894.9844157
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2004,186.248533,16.507
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2004,35.462,10.601
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2004,213.3516032,59.19152067
148,TCD,Chad,Sub-Saharan Africa,Coffee,2004,15.761,0.784
152,CHL,Chile,Latin America and the Caribbean,Coffee,2004,14982.07463,12365.91285
156,CHN,China,China,Coffee,2004,17054.14205,9323.520478
162,CXR,Christmas Islands,,Coffee,2004,2.067,0.26
166,CCK,Cocos Islands,,Coffee,2004,19.854,19.987
170,COL,Colombia,Latin America and the Caribbean,Coffee,2004,4414.89472,5729.170226
174,COM,Comoros,Sub-Saharan Africa,Coffee,2004,3.622414,1.66
175,MYT,Mayotte,Sub-Saharan Africa,Coffee,2004,195.724667,41.32791725
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2004,466.392654,143.861
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2004,424.489,85.679
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),Coffee,2004,119.714,18.756
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2004,1479.103412,861.9839331
191,HRV,Croatia,Europe,Coffee,2004,28859.35514,16645.25631
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2004,4307.738603,2723.491616
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2004,4940.857343,2429.129761
203,CZE,Czech Republic,Europe,Coffee,2004,37735.18898,22959.14234
204,BEN,Benin,Sub-Saharan Africa,Coffee,2004,56.6736132,20.17053728
208,DNK,Denmark,Europe,Coffee,2004,86945.50935,54694.81835
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2004,65.0038208,28.32581916
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2004,410.029226,247.180753
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2004,6125.912445,6674.276286
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2004,1542.554124,1571.716687
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2004,5.120118,0.674
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2004,844.690842,247.63
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2004,559.198585,691.025
233,EST,Estonia,Europe,Coffee,2004,32381.29488,10308.08623
234,FRO,Faeroe Islands,Europe,Coffee,2004,1446.819404,335.5729293
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,Coffee,2004,4.863,0.144
239,SGS,South Georgia and the South Sandwich Islands,,Coffee,2004,11.497,33
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2004,1006.176626,225.4038218
246,FIN,Finland,Europe,Coffee,2004,100511.5929,63081.13443
251,FRA,France,Europe,Coffee,2004,605547.5747,294767.9795
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2004,1818.652909,351.5271861
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2004,2665.512678,1628.649
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2004,275.7108136,88.493743
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2004,9535.970897,8888.174157
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2004,227.5852384,158.1380527
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2004,164.442,111.605
276,DEU,Germany,Europe,Coffee,2004,1431809.096,955244.5515
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2004,84.562667,12.563
292,GIB,Gibraltar,Europe,Coffee,2004,61.932605,19.22018
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),Coffee,2004,74.040378,14.07543012
300,GRC,Greece,Europe,Coffee,2004,78288.38829,41730.87882
304,GRL,Greenland,Northern America,Coffee,2004,2680.884355,384.8829617
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2004,133.1673692,58.96234265
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2004,57.133806,4.377
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2004,399.3754976,174.4941034
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2004,494.0141414,309.1990084
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2004,16.879,2.928
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2004,20.548604,6.564
336,VAT,Holy See,Europe,Coffee,2004,306.17257,54.05
340,HND,Honduras,Latin America and the Caribbean,Coffee,2004,415.8933245,188.1504423
344,HKG,"China, Hong Kong SAR",China,Coffee,2004,15029.01938,5976.649858
348,HUN,Hungary,Europe,Coffee,2004,31323.39645,24255.59727
352,ISL,Iceland,Europe,Coffee,2004,7485.739844,2193.079615
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2004,7308.47091,5620.96106
364,IRN,Iran,Central and Southern Asia,Coffee,2004,2222.214616,1802.816629
368,IRQ,Iraq,Northern Africa and Western Asia,Coffee,2004,259.420165,103.177
372,IRL,Ireland,Europe,Coffee,2004,25544.37997,7459.591534
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2004,30232.94027,15110.42
381,ITA,Italy,Europe,Coffee,2004,520805.2144,384933.2116
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2004,574.2644867,105.2518333
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2004,286.2497193,124.634473
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2004,647951.5817,406987.6956
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2004,743.3845987,134.913878
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2004,10962.42179,9897.10779
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2004,12011.67905,10065.355
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2004,11283.06285,7256.288
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2004,83099.70577,57829.98873
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2004,4403.867903,2540.246
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2004,60.09370485,30.2586026
