Importer M.49,Importer ISO3,Importer,Importer region,Resource,Year,Value (1000USD),Weight (1000kg)
170,COL,Colombia,Latin America and the Caribbean,Coffee,2008,20125.18513,11000.38152
174,COM,Comoros,Sub-Saharan Africa,Coffee,2008,62.9895214,20.45268585
175,MYT,Mayotte,Sub-Saharan Africa,Coffee,2008,440.179014,62.5049403
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2008,204.163935,28.56555051
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2008,852.566,345.708
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),Coffee,2008,139.721887,13.423
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2008,1601.684872,615.7209572
191,HRV,Croatia,Europe,Coffee,2008,67851.39128,21799.69184
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2008,35761.765,13926.167
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2008,10555.88761,2552.211938
203,CZE,Czech Republic,Europe,Coffee,2008,141294.9762,34406.40933
204,BEN,Benin,Sub-Saharan Africa,Coffee,2008,96.371066,80.7252481
208,DNK,Denmark,Europe,Coffee,2008,182805.4933,50379.88649
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2008,132.254441,45.4763793
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2008,1087.569413,689.1431595
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2008,43629.67663,23878.60794
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2008,2453.688565,870.5653777
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2008,56.722109,11.8
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2008,782.8126135,252.861019
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2008,153.965,82.08
233,EST,Estonia,Europe,Coffee,2008,60023.84835,14690.42508
234,FRO,Faeroe Islands,Europe,Coffee,2008,2296.885931,306.9689186
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,Coffee,2008,24.771,0.914
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2008,931.6629185,131.5545677
246,FIN,Finland,Europe,Coffee,2008,234102.1354,73381.30978
251,FRA,France,Europe,Coffee,2008,1288456.196,303161.8936
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2008,2516.710517,373.8516559
260,ATF,French Southern Territories,,Coffee,2008,0.047,0.006
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2008,1907.938362,736.195
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2008,922.1458146,176.086065
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2008,29657.55568,13148.72959
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2008,488.180028,315.5997001
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2008,10269.89518,2477.429406
276,DEU,Germany,Europe,Coffee,2008,3115584.387,1039464.782
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2008,499.2921442,734.7768437
292,GIB,Gibraltar,Europe,Coffee,2008,226.339016,45.6908
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),Coffee,2008,65.965354,6.6410635
300,GRC,Greece,Europe,Coffee,2008,169531.425,42184.56784
304,GRL,Greenland,Northern America,Coffee,2008,3760.539738,361.5992226
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2008,138.3438221,16.70021429
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2008,151.78102,11.995
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2008,1425.228459,273.433811
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2008,141.632604,38.86378065
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2008,34.7073801,3.58701412
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2008,86.19066,18.866
336,VAT,Holy See,Europe,Coffee,2008,167.85138,15.285
340,HND,Honduras,Latin America and the Caribbean,Coffee,2008,158.74866,46.20527
344,HKG,"China, Hong Kong SAR",China,Coffee,2008,24301.82929,5673.859092
348,HUN,Hungary,Europe,Coffee,2008,115415.9776,33316.35277
352,ISL,Iceland,Europe,Coffee,2008,15304.02521,3212.649786
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2008,19516.79767,7482.89797
364,IRN,Iran,Central and Southern Asia,Coffee,2008,6928.547347,3218.728
368,IRQ,Iraq,Northern Africa and Western Asia,Coffee,2008,2381.80718,424.348624
372,IRL,Ireland,Europe,Coffee,2008,41266.45391,5920.517779
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2008,85386.31076,27437.65605
381,ITA,Italy,Europe,Coffee,2008,1364466.038,481167.6459
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2008,1594.04951,240.599592
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2008,1314.713765,426.0748188
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2008,1229838.574,408536.5876
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2008,2539.392931,247.9095363
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2008,42205.7872,15152.58324
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2008,3661.156217,1588.20368
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2008,2917.694988,1125.63
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2008,279225.0346,100393.4289
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2008,15692.59837,4529.224902
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2008,86.882578,18.992494
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2008,48.161371,19.172
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2008,54155.79184,20093.20124
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2008,216.804321,39.519954
428,LVA,Latvia,Europe,Coffee,2008,49794.89092,8805.076917
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2008,57.995473,10.26075
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2008,8045.053995,3786.725813
440,LTU,Lithuania,Europe,Coffee,2008,69053.87767,11747.14314
442,LUX,Luxembourg,Europe,Coffee,2008,127639.7953,18113.06662
446,MAC,"China, Macao SAR",China,Coffee,2008,3620.54773,938.5074132
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2008,282.4769049,55.40499354
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2008,146.6477747,50.01198654
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2008,101624.086,44049.27204
462,MDV,Maldives,Central and Southern Asia,Coffee,2008,1424.872009,207.3319338
466,MLI,Mali,Sub-Saharan Africa,Coffee,2008,947.920544,998.6299759
470,MLT,Malta,Europe,Coffee,2008,3539.437393,428.5113256
478,MRT,Mauritania,Sub-Saharan Africa,Coffee,2008,167.861891,44.49179
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2008,1784.401158,410.0107326
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2008,72534.28039,26631.34956
490,,"Other Asia, nes",,Coffee,2008,47197.55658,12225.48317
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2008,167.828556,18.94
498,MDA,Moldova,Europe,Coffee,2008,4190.088676,579.524122
499,MNE,Montenegro,Europe,Coffee,2008,10415.50697,4204.00031
500,MSR,Montserrat,Latin America and the Caribbean,Coffee,2008,17.596,1.364
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2008,68143.91112,28550.75501
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2008,951.48537,180.6003678
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2008,8386.217231,3299.60808
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2008,4505.300976,1085.418568
524,NPL,Nepal,Central and Southern Asia,Coffee,2008,438.533446,190.364
528,NLD,Netherlands,Europe,Coffee,2008,581684.5554,137695.2888
530,ANT,Netherlands Antilles,,Coffee,2008,2026.983196,329.2872668
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2008,829.227322,144.199
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2008,2144.826722,309.1031846
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2008,33.42156,3.08
554,NZL,New Zealand,Australia and New Zealand,Coffee,2008,38750.24651,10215.22001
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2008,1864.850713,964.7851546
562,NER,Niger,Sub-Saharan Africa,Coffee,2008,381.54898,151.998172
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2008,3602.707644,653.8202535
568,,"Other Europe, nes",,Coffee,2008,981.427736,506.5575
570,NIU,Niue,Oceania (excl. Australia and New Zealand),Coffee,2008,5.678,0.827
574,NFK,Norfolk Islands,Australia and New Zealand,Coffee,2008,5.043,0.304
577,,"Other Africa, nes",,Coffee,2008,10.64777,1.164
579,NOR,Norway,Europe,Coffee,2008,136602.437,37652.96144
581,UMI,United States Minor Outlying Islands,,Coffee,2008,275.377475,82.15
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),Coffee,2008,218.46593,58.7763253
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),Coffee,2008,5.25357,0.2916
585,PLW,Palau,Oceania (excl. Australia and New Zealand),Coffee,2008,391.3322983,70.57108239
586,PAK,Pakistan,Central and Southern Asia,Coffee,2008,847.7896159,352.294119
591,PAN,Panama,Latin America and the Caribbean,Coffee,2008,1375.273708,251.3078901
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2008,401.647,91.32
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2008,1762.656902,692.1122382
604,PER,Peru,Latin America and the Caribbean,Coffee,2008,753.3900416,108.4244697
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2008,45204.29978,20595.59351
616,POL,Poland,Europe,Coffee,2008,384221.2241,121811.3687
620,PRT,Portugal,Europe,Coffee,2008,188480.2205,50761.8866
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2008,22.6,4.267
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2008,388.804,276.307
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2008,4500.6762,963.2608066
642,ROU,Romania,Europe,Coffee,2008,127859.8995,34835.13254
643,RUS,Russian Federation,Europe,Coffee,2008,265716.9667,81293.45287
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2008,1644.090658,1037.41134
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2008,54.124,23.984
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2008,142.3752879,18.34055704
660,AIA,Anguilla,Latin America and the Caribbean,Coffee,2008,19.768,1.545
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2008,267.5657835,41.93167802
666,SPM,Saint Pierre and Miquelon,Northern America,Coffee,2008,31.433,4.591
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Coffee,2008,58.73768874,9.97488303
674,SMR,San Marino,Europe,Coffee,2008,141.840477,2.752
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2008,131.887859,39.3803115
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2008,120144.7939,38405.09669
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2008,1227.914291,218.5874515
688,SRB,Serbia,Europe,Coffee,2008,70857.9028,25686.79421
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2008,1425.572677,195.928614
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2008,616.131932,297.842
699,IND,India,Central and Southern Asia,Coffee,2008,54436.81415,28898.6961
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2008,88281.68174,33318.4439
703,SVK,Slovakia,Europe,Coffee,2008,136308.1811,33667.60827
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2008,10343.51947,3983.834952
705,SVN,Slovenia,Europe,Coffee,2008,86031.55414,30945.08
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2008,736.546,1162.299
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2008,70784.98442,27169.20563
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2008,498.8596626,136.1828745
724,ESP,Spain,Europe,Coffee,2008,738134.7118,266015.8069
736,SDN,Former Sudan,,Coffee,2008,61264.71822,31342.59829
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2008,175.86,30.106
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2008,16020.18924,5992.656043
752,SWE,Sweden,Europe,Coffee,2008,371978.698,111495.3699
757,CHE,Switzerland,Europe,Coffee,2008,418323.7843,136538.7996
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2008,49945.53017,21885.26272
762,TJK,Tajikistan,Central and Southern Asia,Coffee,2008,90.659163,162.869
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2008,38312.91167,15769.7198
768,TGO,Togo,Sub-Saharan Africa,Coffee,2008,466.3356676,84.5856058
776,TON,Tonga,Oceania (excl. Australia and New Zealand),Coffee,2008,45.995092,11.31353022
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2008,645.355519,177.3522661
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2008,34290.26652,8775.117646
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2008,40565.94922,16559.30004
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2008,48040.67102,14998.48398
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2008,22.458,5.598
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,Coffee,2008,42.46,10.551
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),Coffee,2008,12.651,7.804
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2008,1090.25764,752.7065612
804,UKR,Ukraine,Europe,Coffee,2008,79992.18162,19074.38259
807,MKD,North Macedonia,Europe,Coffee,2008,22069.25226,7517.531348
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2008,57907.28793,19835.89744
826,GBR,United Kingdom,Europe,Coffee,2008,577739.5078,159582.6435
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2008,448.6588004,181.741209
837,,Bunkers,,Coffee,2008,778.534555,99.168689
838,,Free Zones,,Coffee,2008,2048.417,670.213
842,USA,United States,Northern America,Coffee,2008,4143624.263,1408650.6
854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee,2008,493.948732,533.3359075
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2008,3896.573714,1328.105822
860,UZB,Uzbekistan,Central and Southern Asia,Coffee,2008,248.982369,121.295
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2008,2108.719256,333.1936653
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),Coffee,2008,38.78,4.008
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),Coffee,2008,222.798,56.264
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2008,2262.717369,1046.757678
891,SCG,Serbia and Montenegro,,Coffee,2008,92.14133,36
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2008,848.4054535,277.7191712
899,,"Areas, nes",,Coffee,2008,212258.0852,106257.5932
4,AFG,Afghanistan,Central and Southern Asia,Coffee,2009,978.785885,143.827
8,ALB,Albania,Europe,Coffee,2009,22885.81978,6864.512297
10,ATA,Antarctica,,Coffee,2009,,
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2009,217501.3426,124015.6505
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),Coffee,2009,,
20,AND,Andorra,Europe,Coffee,2009,5594.526322,437.0956054
24,AGO,Angola,Sub-Saharan Africa,Coffee,2009,2840.886641,404.2353027
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2009,207.3245276,37.11414476
31,AZE,Azerbaijan,Northern Africa and Western Asia,Coffee,2009,337.2125433,65.81192834
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2009,64712.53914,29446.91809
36,AUS,Australia,Australia and New Zealand,Coffee,2009,228239.8513,67441.463
40,AUT,Austria,Europe,Coffee,2009,379022.6743,78666.5308
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2009,1621.600017,263.0224056
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2009,1486.053616,218.2216865
50,BGD,Bangladesh,Central and Southern Asia,Coffee,2009,69.15876846,13.53632056
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2009,16549.33863,7052.313863
52,BRB,Barbados,Latin America and the Caribbean,Coffee,2009,419.3057137,117.7509112
56,BEL,Belgium,Europe,Coffee,2009,1093045.786,404366.7078
60,BMU,Bermuda,Northern America,Coffee,2009,1808.426101,283.922
64,BTN,Bhutan,Central and Southern Asia,Coffee,2009,137.5489164,24.48795353
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2009,118.6277865,24.72934286
70,BIH,Bosnia Herzegovina,Europe,Coffee,2009,44633.22715,19314.24021
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2009,5109.179268,1118.894415
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2009,14542.04318,464.9258045
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2009,945.913453,177.4789444
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),Coffee,2009,782.93233,86.7521427
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2009,164.347263,64.00425
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2009,652.8535676,91.91333054
100,BGR,Bulgaria,Europe,Coffee,2009,66187.1636,22584.84964
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2009,4699.184,1252.087
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2009,74.653109,48.048
112,BLR,Belarus,Europe,Coffee,2009,22742.23326,3266.472732
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2009,126.9577457,28.70735737
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2009,373.8826484,237.7164064
124,CAN,Canada,Northern America,Coffee,2009,809216.8405,206149.3451
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2009,1719.544278,669.9814438
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2009,372.218179,53.786
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2009,184.4423,26.768197
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2009,165.3837619,21.6921889
148,TCD,Chad,Sub-Saharan Africa,Coffee,2009,72.884,5.002
152,CHL,Chile,Latin America and the Caribbean,Coffee,2009,28612.84053,12322.24346
156,CHN,China,China,Coffee,2009,56141.02477,23857.93598
162,CXR,Christmas Islands,,Coffee,2009,0.267,0.009
170,COL,Colombia,Latin America and the Caribbean,Coffee,2009,81923.90302,44662.26742
174,COM,Comoros,Sub-Saharan Africa,Coffee,2009,85.590644,24.26255
175,MYT,Mayotte,Sub-Saharan Africa,Coffee,2009,394.621449,62.5883867
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2009,321.5475511,50.99534375
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2009,2780.850531,340.3993
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),Coffee,2009,147.344,15.769
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2009,4971.177141,2307.010729
191,HRV,Croatia,Europe,Coffee,2009,56203.90736,20109.01157
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2009,33791.9378,16718.177
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2009,15329.37499,3038.434528
203,CZE,Czech Republic,Europe,Coffee,2009,132060.951,34343.19534
204,BEN,Benin,Sub-Saharan Africa,Coffee,2009,278.6750464,53.0594005
208,DNK,Denmark,Europe,Coffee,2009,162640.5816,48310.7649
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2009,47.9628521,6.66386938
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2009,1283.006558,346.9673776
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2009,39616.33644,25063.02039
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2009,2681.969582,843.7251503
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2009,75.637635,14.50304
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2009,428.5943668,122.2696487
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2009,144.902547,84.225
233,EST,Estonia,Europe,Coffee,2009,57508.79841,16754.55117
234,FRO,Faeroe Islands,Europe,Coffee,2009,2628.493461,379.4057838
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,Coffee,2009,6.729,0.421
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2009,846.4293585,117.0039344
246,FIN,Finland,Europe,Coffee,2009,207735.0228,68945.03124
251,FRA,France,Europe,Coffee,2009,1307634.578,331875.2239
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2009,2516.507681,336.2217166
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2009,2390.549773,1334.141912
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2009,1201.072995,266.6156338
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2009,21625.47272,11784.40267
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2009,364.410918,238.0471076
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2009,6042.328927,925.013422
276,DEU,Germany,Europe,Coffee,2009,2754053.061,1061887.334
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2009,440.2447032,361.863013
292,GIB,Gibraltar,Europe,Coffee,2009,250.399726,55.13812
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),Coffee,2009,67.001508,6.201627
300,GRC,Greece,Europe,Coffee,2009,158245.7803,43177.75826
304,GRL,Greenland,Northern America,Coffee,2009,3963.153778,399.4479786
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2009,190.4832979,36.72698174
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2009,170.108688,14.945
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2009,242.0626842,78.1607626
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2009,142.63214,14.684
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2009,263.72132,63.268229
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2009,3.946,0.51
336,VAT,Holy See,Europe,Coffee,2009,147.91942,14.106
340,HND,Honduras,Latin America and the Caribbean,Coffee,2009,311.0529595,95.61035582
344,HKG,"China, Hong Kong SAR",China,Coffee,2009,25344.38664,5667.750683
348,HUN,Hungary,Europe,Coffee,2009,106468.6522,30138.61149
352,ISL,Iceland,Europe,Coffee,2009,13666.88118,2931.696619
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2009,26580.96997,15545.12256
364,IRN,Iran,Central and Southern Asia,Coffee,2009,6535.751423,4428.994
368,IRQ,Iraq,Northern Africa and Western Asia,Coffee,2009,1759.953397,351.19373
372,IRL,Ireland,Europe,Coffee,2009,45126.52493,7816.34437
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2009,70774.74465,26326.89984
381,ITA,Italy,Europe,Coffee,2009,1175369.751,472390.5582
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2009,1382.732219,145.9924516
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2009,868.7260554,247.0651199
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2009,1142886.244,403301.8614
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2009,3043.555699,282.3436951
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2009,45392.56259,14786.47292
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2009,2097.596032,1272.74328
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2009,17545.63433,6926.244
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2009,265862.5823,98490.51479
