Exporter M.49,Exporter ISO3,Exporter,Exporter region,Resource,Year,Value (1000USD),Weight (1000kg)
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2004,10.13903,3.17
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2004,1017.714002,1376.582
699,IND,India,Central and Southern Asia,Coffee,2004,189332.7204,170167.1297
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2004,23562.18417,10079.09381
703,SVK,Slovakia,Europe,Coffee,2004,2857.140747,550.2240282
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2004,672856.7575,488488.2641
705,SVN,Slovenia,Europe,Coffee,2004,2487.834055,1749.962797
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2004,0.101,0.073
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2004,13084.33492,5894.462194
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2004,17431.08175,11309.56113
724,ESP,Spain,Europe,Coffee,2004,58476.30314,26655.83593
736,SDN,Former Sudan,,Coffee,2004,31.873177,58.11
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2004,293.7748324,58.50660041
752,SWE,Sweden,Europe,Coffee,2004,52457.42206,12718.94817
757,CHE,Switzerland,Europe,Coffee,2004,107806.5321,12152.41761
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2004,435.07624,123.281821
762,TJK,Tajikistan,Central and Southern Asia,Coffee,2004,1.626,0.9
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2004,14987.21826,15588.29917
768,TGO,Togo,Sub-Saharan Africa,Coffee,2004,6772.541455,8171.61855
776,TON,Tonga,Oceania (excl. Australia and New Zealand),Coffee,2004,25.762264,19.38
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2004,321.2980722,41.15897886
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2004,2672.328971,2422.591
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2004,96.4426424,84.909
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2004,1231.543464,280.2498008
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2004,13.244,7.102
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2004,158982.5164,165383.8106
804,UKR,Ukraine,Europe,Coffee,2004,224.842484,81.30604626
807,MKD,North Macedonia,Europe,Coffee,2004,202.7081496,40.9395751
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2004,999.88262,720.469
826,GBR,United Kingdom,Europe,Coffee,2004,46943.4347,9836.217415
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2004,54014.41625,40308.18109
838,,Free Zones,,Coffee,2004,42.375,9.188
839,,Special Categories,,Coffee,2004,0.2125,0.008
842,USA,United States,Northern America,Coffee,2004,336580.8244,115711.5576
854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee,2004,149,135.4
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2004,18.8330835,10.9965049
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2004,13838.21446,8653.214427
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2004,16682.75346,7618.619617
891,SCG,Serbia and Montenegro,,Coffee,2004,871.7955083,470.374428
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2004,13409.93965,8703.75799
899,,"Areas, nes",,Coffee,2004,2475.194994,1793.383573
8,ALB,Albania,Europe,Coffee,2005,1260.357886,572.374023
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2005,3.603714,1.076
20,AND,Andorra,Europe,Coffee,2005,43.0573057,25.82100008
24,AGO,Angola,Sub-Saharan Africa,Coffee,2005,473.94171,427.64
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2005,851.6608191,266.0342541
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2005,588.636287,146.079816
36,AUS,Australia,Australia and New Zealand,Coffee,2005,11094.80449,2069.699778
40,AUT,Austria,Europe,Coffee,2005,115961.906,39608.76178
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2005,111.213455,40.678
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2005,145.3016835,21.92389579
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2005,5110.476638,2756.367339
52,BRB,Barbados,Latin America and the Caribbean,Coffee,2005,7.4971993,2.53460655
56,BEL,Belgium,Europe,Coffee,2005,396439.8827,128379.1552
60,BMU,Bermuda,Northern America,Coffee,2005,,
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2005,12661.57946,5862.363765
70,BIH,Bosnia Herzegovina,Europe,Coffee,2005,1549.687507,434.4695528
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2005,88.8689006,43.1840097
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2005,2687604.412,1397172.927
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2005,90.98,24.408
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2005,435.037,172.445
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2005,116.772,55.1
100,BGR,Bulgaria,Europe,Coffee,2005,2044.725677,744.8743764
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2005,38.333,53.822
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2005,79757.23687,38725.60032
112,BLR,Belarus,Europe,Coffee,2005,111.3,14.078
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2005,10.372048,10.125618
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2005,61051.00361,45775.15134
124,CAN,Canada,Northern America,Coffee,2005,130863.8319,28767.69275
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2005,127.763483,20.3564743
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2005,228.999234,83.601
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2005,1262.261668,1316.695
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2005,352.7826514,285.0201399
148,TCD,Chad,Sub-Saharan Africa,Coffee,2005,0.03533,0.002
152,CHL,Chile,Latin America and the Caribbean,Coffee,2005,301.850512,99.7607122
156,CHN,China,China,Coffee,2005,31430.35584,15427.87989
166,CCK,Cocos Islands,,Coffee,2005,2.8,2.4
170,COL,Colombia,Latin America and the Caribbean,Coffee,2005,1555768.305,686874.0646
174,COM,Comoros,Sub-Saharan Africa,Coffee,2005,38.879,20.4
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2005,6660.27514,4256.401
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2005,11143.25885,7698.026
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2005,287198.9239,133614.6882
191,HRV,Croatia,Europe,Coffee,2005,3866.13357,909.5769859
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2005,7430.510222,4173.085348
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2005,1877.310816,384.5006015
203,CZE,Czech Republic,Europe,Coffee,2005,29104.82006,8403.228416
204,BEN,Benin,Sub-Saharan Africa,Coffee,2005,661.953,129.6
208,DNK,Denmark,Europe,Coffee,2005,36523.49044,9280.878925
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2005,74.1535494,25.58920245
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2005,8467.013526,3182.316529
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2005,30468.09612,23959.29856
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2005,179207.7596,82637.70308
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2005,21,36
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2005,520429.6397,306021.1547
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2005,470.517,204.035
233,EST,Estonia,Europe,Coffee,2005,19526.65085,4865.47607
234,FRO,Faeroe Islands,Europe,Coffee,2005,0.218,0.013
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,Coffee,2005,36.196,24.67
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2005,155.122966,30.545704
246,FIN,Finland,Europe,Coffee,2005,21065.0989,5317.601317
251,FRA,France,Europe,Coffee,2005,99845.68232,27810.97289
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2005,87.235,34.74
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2005,1095.711875,600.799
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2005,4.982,6.507
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2005,3.136,0.153
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2005,41.896008,3.937
276,DEU,Germany,Europe,Coffee,2005,969612.9409,350745.4882
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2005,999.551341,859.665741
300,GRC,Greece,Europe,Coffee,2005,5247.834758,1918.132702
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2005,4.381,0.386
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2005,37.305,18.553
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2005,511851.1012,228438.6582
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2005,18229.02726,20814.3248
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2005,20.54550451,7.925967855
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2005,3885.59613,1541.806
340,HND,Honduras,Latin America and the Caribbean,Coffee,2005,345416.7252,152957.1001
344,HKG,"China, Hong Kong SAR",China,Coffee,2005,3093.343275,885.4445116
348,HUN,Hungary,Europe,Coffee,2005,6509.12575,1971.089515
352,ISL,Iceland,Europe,Coffee,2005,1.946,0.247
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2005,585244.9721,485108.4697
364,IRN,Iran,Central and Southern Asia,Coffee,2005,213.34379,333.323
372,IRL,Ireland,Europe,Coffee,2005,15689.11268,4558.532289
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2005,1200.379173,359.7400338
381,ITA,Italy,Europe,Coffee,2005,538878.5666,89614.74707
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2005,101922.4532,113736.3688
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2005,17270.62344,10795.05587
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2005,6775.956706,1774.151234
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2005,81.8428275,9.4748377
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2005,762.4297821,323.0127451
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2005,138783.8519,59821.933
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2005,0.005,0.001
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2005,4005.037509,576.7109221
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2005,315.456,73.067
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2005,15811.34582,14568.437
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2005,14202.23364,8407.002414
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2005,11.761147,4.944046
428,LVA,Latvia,Europe,Coffee,2005,4765.478511,1324.738341
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2005,58,46.8
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2005,1,0.698
440,LTU,Lithuania,Europe,Coffee,2005,6961.40212,1204.466625
442,LUX,Luxembourg,Europe,Coffee,2005,21883.52384,7029.786144
446,MAC,"China, Macao SAR",China,Coffee,2005,746.3375,335.09886
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2005,6268.539473,6439.708593
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2005,3731.626322,1851.809099
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2005,3597.708716,1710.251342
466,MLI,Mali,Sub-Saharan Africa,Coffee,2005,73.795,35.197
470,MLT,Malta,Europe,Coffee,2005,78.387,4.699
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2005,32.776,2.753
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2005,251549.2161,109591.9309
490,,"Other Asia, nes",,Coffee,2005,1380.968575,396.1384169
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2005,60.087,26.606
498,MDA,Moldova,Europe,Coffee,2005,7.2271918,3.71915037
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2005,319.7464973,48.566601
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2005,30.103,21.718
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2005,69.613363,36.104
524,NPL,Nepal,Central and Southern Asia,Coffee,2005,430.253,112.056
527,,"Oceania, nes",,Coffee,2005,0.036,0.03
528,NLD,Netherlands,Europe,Coffee,2005,150177.146,35566.3568
530,ANT,Netherlands Antilles,,Coffee,2005,20.039097,4.04737032
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2005,8.798947535,1.780482748
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2005,297.5784713,88.40067376
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2005,79.393,72.113
554,NZL,New Zealand,Australia and New Zealand,Coffee,2005,1475.561032,729.7944071
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2005,139750.2339,61705.89295
562,NER,Niger,Sub-Saharan Africa,Coffee,2005,0.608,0.126
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2005,788.577149,463.788
568,,"Other Europe, nes",,Coffee,2005,9356.24706,3039.6156
577,,"Other Africa, nes",,Coffee,2005,0.003,0.001
579,NOR,Norway,Europe,Coffee,2005,2328.385674,467.4734554
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),Coffee,2005,0.954,0.541
591,PAN,Panama,Latin America and the Caribbean,Coffee,2005,16188.22396,7915.068462
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2005,149401.8052,73923.261
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2005,420.407,248.858
604,PER,Peru,Latin America and the Caribbean,Coffee,2005,326542.3715,152216.0393
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2005,932.7618762,201.326735
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),Coffee,2005,189.45,110.132
616,POL,Poland,Europe,Coffee,2005,42334.75198,18018.38153
620,PRT,Portugal,Europe,Coffee,2005,24964.08976,5593.027951
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2005,7.276,4.9
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2005,8046.552178,5108.494627
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2005,63.514769,8.212
642,ROU,Romania,Europe,Coffee,2005,2079.006363,772.9166505
643,RUS,Russian Federation,Europe,Coffee,2005,9339.094917,2571.045275
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2005,50545.86356,25000.69536
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2005,1.18,0.19
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2005,0.13,0.145
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2005,19.91,1.045
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2005,1144.232812,621.170406
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2005,280.230686,474.277
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2005,11.96697,3.575
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2005,1235.370796,1150.836
699,IND,India,Central and Southern Asia,Coffee,2005,232763.4443,149800.535
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2005,33265.03283,14402.89178
703,SVK,Slovakia,Europe,Coffee,2005,3839.673675,641.5890789
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2005,881770.6323,696047.083
705,SVN,Slovenia,Europe,Coffee,2005,2668.331665,1073.061019
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2005,2.279,2.007
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2005,12361.10325,5031.084605
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2005,7995.179811,4734.468585
724,ESP,Spain,Europe,Coffee,2005,80821.16115,27319.97412
736,SDN,Former Sudan,,Coffee,2005,0.689,0.464
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2005,0.852309,0.216
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2005,120.0815564,24.62109737
752,SWE,Sweden,Europe,Coffee,2005,106882.6843,26074.81725
757,CHE,Switzerland,Europe,Coffee,2005,149606.524,20519.01514
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2005,481.853948,222.3867964
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2005,16402.74666,14043.25843
768,TGO,Togo,Sub-Saharan Africa,Coffee,2005,10215.24226,11045.36566
776,TON,Tonga,Oceania (excl. Australia and New Zealand),Coffee,2005,9.094,0.824
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2005,334.1750553,56.85102724
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2005,6180.01341,2891.603944
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2005,85.823635,4.1475259
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2005,1636.147617,284.1472905
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2005,6.103,4.11
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,Coffee,2005,2.915,0.394
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2005,194659.996,145287.5921
804,UKR,Ukraine,Europe,Coffee,2005,354.8998455,60.9844426
807,MKD,North Macedonia,Europe,Coffee,2005,156.8711103,67.9381556
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2005,743.253679,169.719
826,GBR,United Kingdom,Europe,Coffee,2005,48194.66956,9311.836745
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2005,87708.35571,52206.61267
838,,Free Zones,,Coffee,2005,13.696,2.15
842,USA,United States,Northern America,Coffee,2005,344895.296,89586.22166
854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee,2005,3.17,1.43
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2005,1.28,0.82
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2005,2532.451886,796.9117934
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2005,25416.26734,9193.040617
891,SCG,Serbia and Montenegro,,Coffee,2005,507.108678,119.617
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2005,19238.01568,8877.181229
899,,"Areas, nes",,Coffee,2005,1967.665383,955.614564
8,ALB,Albania,Europe,Coffee,2006,747.184487,285.876122
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2006,61.38666172,28.41738309
20,AND,Andorra,Europe,Coffee,2006,8.338105,1.242
24,AGO,Angola,Sub-Saharan Africa,Coffee,2006,541.74224,398.098
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2006,907.957,269.22
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2006,1560.758438,278.2076752
36,AUS,Australia,Australia and New Zealand,Coffee,2006,13981.43421,2695.188284
40,AUT,Austria,Europe,Coffee,2006,166843.9778,44932.87516
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2006,15.659831,5.994
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2006,53.9126742,8.75067093
50,BGD,Bangladesh,Central and Southern Asia,Coffee,2006,9.415,2
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2006,9475.585862,5469.01675
52,BRB,Barbados,Latin America and the Caribbean,Coffee,2006,4.854,0.821
56,BEL,Belgium,Europe,Coffee,2006,433145.7385,122452.6951
60,BMU,Bermuda,Northern America,Coffee,2006,,
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2006,14545.8005,5519.163367
70,BIH,Bosnia Herzegovina,Europe,Coffee,2006,2107.679148,613.8469868
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2006,17.42152834,9.309375563
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2006,3074295.264,1480569.275
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2006,95.816,19.584
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2006,347.302,53.7
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2006,51.590259,15.3
100,BGR,Bulgaria,Europe,Coffee,2006,2764.581727,852.9157089
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2006,73.977,66.055
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2006,37404.24462,18078.75491
112,BLR,Belarus,Europe,Coffee,2006,140.457,30.7418
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2006,26.598,14.461
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2006,70681.79314,48790.33592
124,CAN,Canada,Northern America,Coffee,2006,142244.3286,29573.83712
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2006,120.307417,19.071982
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2006,568.416,108.341
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2006,867.724162,866.1091
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2006,803.2663166,370.567898
148,TCD,Chad,Sub-Saharan Africa,Coffee,2006,4.089,5
152,CHL,Chile,Latin America and the Caribbean,Coffee,2006,87.78605,27.759828
156,CHN,China,China,Coffee,2006,42140.36143,16611.24013
170,COL,Colombia,Latin America and the Caribbean,Coffee,2006,1589443.362,633035.0193
174,COM,Comoros,Sub-Saharan Africa,Coffee,2006,2.513,5.803
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2006,7387.265154,4077.651
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2006,11197.31824,6225.329
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),Coffee,2006,3.212,1.035
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2006,251775.6888,91530.45024
191,HRV,Croatia,Europe,Coffee,2006,4930.68186,1066.460247
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2006,2882.624111,1427.903958
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2006,1272.8959,1064.788986
203,CZE,Czech Republic,Europe,Coffee,2006,44165.82782,10051.97893
208,DNK,Denmark,Europe,Coffee,2006,35005.28428,6652.993834
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2006,457.1364108,103.7569117
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2006,19304.08446,7224.830375
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2006,39397.47168,22009.6407
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2006,195496.3116,78998.74004
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2006,86.688065,69.6
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2006,749182.5164,310064.2221
233,EST,Estonia,Europe,Coffee,2006,23359.98866,4504.789138
234,FRO,Faeroe Islands,Europe,Coffee,2006,5.792,1.123
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2006,176.0455296,17.48327505
246,FIN,Finland,Europe,Coffee,2006,36395.14758,9038.585454
251,FRA,France,Europe,Coffee,2006,97627.02315,27217.56914
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2006,15.404,0.764
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2006,27485.1538,12614.112
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2006,52.7891,60.08529
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2006,0.075,0.003
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2006,59.657,4.157
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2006,2.453,0.593
276,DEU,Germany,Europe,Coffee,2006,1124363.744,365204.1636
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2006,1206.0407,1096.351938
300,GRC,Greece,Europe,Coffee,2006,4209.465999,1002.636574
304,GRL,Greenland,Northern America,Coffee,2006,0.56149767,0.079
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2006,4.07,0.281
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2006,451.902408,148.017
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2006,525047.6652,212221.1567
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2006,51224.93524,45878.44081
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2006,83.965379,40.27996
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2006,4080.83228,1420.513
340,HND,Honduras,Latin America and the Caribbean,Coffee,2006,430288.2673,182279.3538
344,HKG,"China, Hong Kong SAR",China,Coffee,2006,3238.392616,915.2086411
348,HUN,Hungary,Europe,Coffee,2006,10897.56212,2725.531588
352,ISL,Iceland,Europe,Coffee,2006,99.1824147,23.07275882
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2006,685568.3747,431474.3953
364,IRN,Iran,Central and Southern Asia,Coffee,2006,101.646465,92.0218
372,IRL,Ireland,Europe,Coffee,2006,15000.42647,4295.454581
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2006,1842.281282,616.6659235
381,ITA,Italy,Europe,Coffee,2006,631276.2626,100105.923
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2006,125636.1903,98596.67075
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2006,32698.99626,19524.18231
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2006,17585.77377,6553.745933
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2006,12.966354,3.754959
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2006,1170.078589,547.0059121
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2006,154094.3121,53898.65136
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2006,46.364834,21.599
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2006,2253.131702,507.7958721
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2006,611.76739,169.274755
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2006,4.794,0.645
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2006,11845.89501,8489.13
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2006,8197.315062,1888.959851
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2006,,
428,LVA,Latvia,Europe,Coffee,2006,5785.765176,1388.953197
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2006,42.086,26.8
440,LTU,Lithuania,Europe,Coffee,2006,10777.61386,1684.494024
442,LUX,Luxembourg,Europe,Coffee,2006,26490.76351,4432.798417
446,MAC,"China, Macao SAR",China,Coffee,2006,849.0951027,270.9481347
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2006,17620.23539,13981.30449
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2006,5119.087227,2301.647089
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2006,4766.390886,2467.272588
466,MLI,Mali,Sub-Saharan Africa,Coffee,2006,4.656,2.162
470,MLT,Malta,Europe,Coffee,2006,30.971331,4.435
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2006,35.2616561,13.67187308
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2006,303143.029,122866.3001
490,,"Other Asia, nes",,Coffee,2006,2422.829537,1177.854008
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2006,0.608,0.21
