Exporter M.49,Exporter ISO3,Exporter,Exporter region,Resource,Year,Value (1000USD),Weight (1000kg)
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2003,133.049213,16.7256042
246,FIN,Finland,Europe,Coffee,2003,19424.04025,6406.472616
251,FRA,France,Europe,Coffee,2003,103496.0075,49971.03693
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2003,20.20604,4.8126278
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2003,630.259264,827.759
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2003,20.509216,32.640852
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2003,36.722,27.612
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2003,1.736,0.185
276,DEU,Germany,Europe,Coffee,2003,551916.9741,252564.9857
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2003,1426.01721,1301.895121
300,GRC,Greece,Europe,Coffee,2003,5723.192154,2525.797367
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2003,1.046,0.03
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2003,198.343324,125.326
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2003,360535.2475,265984.7369
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2003,17438.53147,21298.553
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2003,399.1336532,169.113302
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2003,4084.40595,2324.323
340,HND,Honduras,Latin America and the Caribbean,Coffee,2003,207986.0211,154629.0572
344,HKG,"China, Hong Kong SAR",China,Coffee,2003,2750.588904,1251.298671
348,HUN,Hungary,Europe,Coffee,2003,10936.05633,5231.704096
352,ISL,Iceland,Europe,Coffee,2003,58.40415185,6.150148537
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2003,335790.192,360330.9332
364,IRN,Iran,Central and Southern Asia,Coffee,2003,312.63,418.94
372,IRL,Ireland,Europe,Coffee,2003,12359.05629,4397.594059
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2003,912.9799496,304.7339647
381,ITA,Italy,Europe,Coffee,2003,396660.6938,73362.92314
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2003,98293.54436,129756.958
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2003,34762.36816,4564.720062
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2003,2979.008434,890.8764952
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2003,0.9330236,0.17453163
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2003,488.8891093,416.4628964
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2003,106226.7836,74581.88225
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2003,0.201,0.04
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2003,1810.123367,485.3503107
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2003,170.290514,37.554
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2003,13271.00496,15184.169
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2003,10723.11098,8314.045549
428,LVA,Latvia,Europe,Coffee,2003,2990.150562,1370.064284
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2003,377.438,396.047
440,LTU,Lithuania,Europe,Coffee,2003,4920.99674,1251.381732
442,LUX,Luxembourg,Europe,Coffee,2003,13780.57691,2468.534829
446,MAC,"China, Macao SAR",China,Coffee,2003,542.779787,269.75117
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2003,5742.003917,7625.251283
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2003,3912.081829,3034.853484
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2003,2631.30115,1282.945907
466,MLI,Mali,Sub-Saharan Africa,Coffee,2003,0.34,0.218
470,MLT,Malta,Europe,Coffee,2003,81.1566202,74.3530714
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2003,17.0291426,5.17712497
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2003,187129.9056,128412.6322
490,,"Other Asia, nes",,Coffee,2003,1378.463443,559.8661131
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2003,27,19
500,MSR,Montserrat,Latin America and the Caribbean,Coffee,2003,1.735,0.48
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2003,662.441838,505.522523
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2003,36.675,18.881
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2003,28.663,28.568
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2003,112.5046416,10.44883868
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),Coffee,2003,2.958,0.454
524,NPL,Nepal,Central and Southern Asia,Coffee,2003,209.72059,34.9336963
527,,"Oceania, nes",,Coffee,2003,18.6,18.121
528,NLD,Netherlands,Europe,Coffee,2003,93422.86782,22650.52237
530,ANT,Netherlands Antilles,,Coffee,2003,4.474,1.236
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2003,0.0113,0.004
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2003,146.2131387,33.62566151
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2003,2.742,0.615
554,NZL,New Zealand,Australia and New Zealand,Coffee,2003,1325.668896,631.6941344
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2003,92897.94795,63953.06899
562,NER,Niger,Sub-Saharan Africa,Coffee,2003,1.318,3.907
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2003,812.298,527.805
568,,"Other Europe, nes",,Coffee,2003,11587.749,3840.445
577,,"Other Africa, nes",,Coffee,2003,2.049,0.228
579,NOR,Norway,Europe,Coffee,2003,1110.474869,367.8916997
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),Coffee,2003,5.272,2.065
586,PAK,Pakistan,Central and Southern Asia,Coffee,2003,2.032,13.398
591,PAN,Panama,Latin America and the Caribbean,Coffee,2003,15795.36799,11030.12782
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2003,109414.3827,84830.04533
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2003,99.9341037,122.046
604,PER,Peru,Latin America and the Caribbean,Coffee,2003,205107.1598,157242.5674
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2003,598.827759,482.034496
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),Coffee,2003,1301,1080.4
616,POL,Poland,Europe,Coffee,2003,26115.48943,11613.12542
620,PRT,Portugal,Europe,Coffee,2003,25953.89388,5627.754476
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2003,209.22214,111.158
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2003,5894.884,4847.77
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2003,8.189236,0.644
637,,"North America and Central America, nes",,Coffee,2003,0.4,0.007
642,ROU,Romania,Europe,Coffee,2003,149.8595479,74.27681015
643,RUS,Russian Federation,Europe,Coffee,2003,2878.219092,1184.963315
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2003,27585.09708,24748.41481
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2003,71.022,6.401
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2003,127,59.4
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2003,0.007,0.002
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2003,8.624707,3.385
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2003,1050.021978,802.89429
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2003,51.042,7.562
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2003,1496.66767,2038.471
699,IND,India,Central and Southern Asia,Coffee,2003,165812.4361,163671.5647
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2003,14221.64209,6686.905108
703,SVK,Slovakia,Europe,Coffee,2003,3788.053592,571.5954284
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2003,534180.5772,460291.6973
705,SVN,Slovenia,Europe,Coffee,2003,1726.282248,932.3659087
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2003,10.233407,6.353
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2003,10799.83098,3823.139126
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2003,9685.664548,8379.09016
724,ESP,Spain,Europe,Coffee,2003,50850.11776,24413.86019
736,SDN,Former Sudan,,Coffee,2003,0.092,0.29
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2003,15.809,4.829
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2003,609.169,133.801
752,SWE,Sweden,Europe,Coffee,2003,41442.00064,10751.44894
757,CHE,Switzerland,Europe,Coffee,2003,75784.64033,8481.345131
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2003,914.3573046,307.355443
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2003,8851.559797,9356.29927
768,TGO,Togo,Sub-Saharan Africa,Coffee,2003,5123.637632,6110.76792
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2003,313.7724824,43.72548812
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2003,741.977359,699.398
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2003,84.5868735,49.9772325
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2003,845.0592477,234.7554711
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2003,4.201,1.772
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,Coffee,2003,2.897,0.5
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2003,143692.0129,170608.424
804,UKR,Ukraine,Europe,Coffee,2003,81.900771,24.839289
807,MKD,North Macedonia,Europe,Coffee,2003,314.2845399,77.6382985
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2003,678.338234,515.948
826,GBR,United Kingdom,Europe,Coffee,2003,42393.29526,11456.81771
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2003,58265.70195,50652.26508
838,,Free Zones,,Coffee,2003,51.72,35.124
842,USA,United States,Northern America,Coffee,2003,294517.3546,108003.9894
854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee,2003,105.906,80.243
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2003,122.642566,85.5864363
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2003,16199.4218,12813.45964
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),Coffee,2003,0.167,0.085
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2003,13596.94593,7158.289
891,SCG,Serbia and Montenegro,,Coffee,2003,440.12527,367.76
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2003,10435.3968,7707.697161
899,,"Areas, nes",,Coffee,2003,8689.863894,7178.692969
4,AFG,Afghanistan,Central and Southern Asia,Coffee,2004,,
8,ALB,Albania,Europe,Coffee,2004,518.4418637,229.3233691
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2004,7.079,2
20,AND,Andorra,Europe,Coffee,2004,1.374,0.212
24,AGO,Angola,Sub-Saharan Africa,Coffee,2004,672.80076,711.458
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2004,147.137,53.932
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2004,631.073405,235.8218825
36,AUS,Australia,Australia and New Zealand,Coffee,2004,10607.34903,2470.106391
40,AUT,Austria,Europe,Coffee,2004,74003.046,27272.65684
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2004,192.059,16.556
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2004,39.437,15.628
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2004,5793.769671,4788.528214
52,BRB,Barbados,Latin America and the Caribbean,Coffee,2004,0.886,0.068
56,BEL,Belgium,Europe,Coffee,2004,286653.3228,111449.0685
64,BTN,Bhutan,Central and Southern Asia,Coffee,2004,54.922,33
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2004,9252.485502,5341.411359
70,BIH,Bosnia Herzegovina,Europe,Coffee,2004,793.6350688,223.2439886
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2004,21.83235579,10.62815228
74,BVT,Bouvet Island,,Coffee,2004,71.11,38.33
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2004,1882743.245,1390050.85
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2004,60.6785,50.557
86,IOT,British Indian Ocean Territory,,Coffee,2004,,
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2004,340.63156,382.774
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2004,1.489,1.007
100,BGR,Bulgaria,Europe,Coffee,2004,476.7981832,270.0143501
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2004,249.38,339.265
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2004,31606.93798,21908.6323
112,BLR,Belarus,Europe,Coffee,2004,87.8,11.496
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2004,7.91,10.716
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2004,73097.13664,56937.02225
124,CAN,Canada,Northern America,Coffee,2004,101470.1514,24062.7155
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2004,28.043,32.359
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2004,137.443,58.562
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2004,726.937564,872.704
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2004,478.1942154,437.6583797
148,TCD,Chad,Sub-Saharan Africa,Coffee,2004,217.858,146.725
152,CHL,Chile,Latin America and the Caribbean,Coffee,2004,1089.81681,296.892934
156,CHN,China,China,Coffee,2004,26441.94365,17478.54602
162,CXR,Christmas Islands,,Coffee,2004,1.931,0.46
166,CCK,Cocos Islands,,Coffee,2004,109,83.2
170,COL,Colombia,Latin America and the Caribbean,Coffee,2004,1044631.263,635598.4055
174,COM,Comoros,Sub-Saharan Africa,Coffee,2004,0.312,0.06
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2004,7139.128,7040.143
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2004,10791.2504,7953.701
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2004,248469.4938,152354.1824
191,HRV,Croatia,Europe,Coffee,2004,4175.935781,944.3283039
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2004,6027.192365,3790.409552
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2004,496.420428,158.3677276
203,CZE,Czech Republic,Europe,Coffee,2004,14216.49797,5778.422672
208,DNK,Denmark,Europe,Coffee,2004,45220.83151,11565.98062
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2004,303.616943,108.412
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2004,6367.575008,3338.611671
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2004,22516.59566,16291.17287
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2004,130473.6256,85817.10405
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2004,289785.7676,181725.9928
233,EST,Estonia,Europe,Coffee,2004,11160.30285,3575.326316
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2004,109.073,33.61655612
246,FIN,Finland,Europe,Coffee,2004,20412.78187,6589.402399
251,FRA,France,Europe,Coffee,2004,90654.13973,33803.0658
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2004,37.16653497,19.32820025
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2004,447.7548,276.063
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2004,66.659743,53.57
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2004,181.389,13.589
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2004,29.067,18.607
276,DEU,Germany,Europe,Coffee,2004,666558.3636,284125.7363
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2004,988.431293,922.871
292,GIB,Gibraltar,Europe,Coffee,2004,32.8,37
300,GRC,Greece,Europe,Coffee,2004,6271.563291,2504.962697
304,GRL,Greenland,Northern America,Coffee,2004,96.3458,44.664
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2004,16.95,2.18
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2004,32.649,25.93
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2004,402446.4107,248786.0358
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2004,17446.19829,24982.124
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2004,291.359092,113.1491878
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2004,3749.987127,2025.558
340,HND,Honduras,Latin America and the Caribbean,Coffee,2004,258095.4662,170292.1744
344,HKG,"China, Hong Kong SAR",China,Coffee,2004,2426.273788,940.2626169
348,HUN,Hungary,Europe,Coffee,2004,6998.440312,2564.961243
352,ISL,Iceland,Europe,Coffee,2004,38.895,18.972
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2004,392119.4263,384917.6788
364,IRN,Iran,Central and Southern Asia,Coffee,2004,51.015,62.213
368,IRQ,Iraq,Northern Africa and Western Asia,Coffee,2004,18.323,3.04
372,IRL,Ireland,Europe,Coffee,2004,15161.44003,3953.389889
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2004,1516.191978,252.96
381,ITA,Italy,Europe,Coffee,2004,478505.2613,80882.36678
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2004,111398.638,151602.4189
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2004,39376.22716,26118.4979
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2004,5328.24486,1340.529206
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2004,9.0115567,1.78389768
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2004,576.43032,535.21188
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2004,106363.6944,60334.61072
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2004,0.042,0.012
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2004,788.9003927,279.3577945
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2004,82.5226,19.278
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2004,15775.23257,17140.2176
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2004,14126.42455,9884.439145
428,LVA,Latvia,Europe,Coffee,2004,3605.212088,1423.819125
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2004,1.228,3.395
440,LTU,Lithuania,Europe,Coffee,2004,5174.200748,1090.789397
442,LUX,Luxembourg,Europe,Coffee,2004,14864.45335,2305.680984
446,MAC,"China, Macao SAR",China,Coffee,2004,473.049,209.78
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2004,6587.921614,8585.758953
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2004,3950.478348,2829.359174
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2004,3206.437315,1429.395983
466,MLI,Mali,Sub-Saharan Africa,Coffee,2004,2.656,18.15
470,MLT,Malta,Europe,Coffee,2004,21.54799,4.59155
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2004,27.161,2.589
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2004,238052.9145,144327.0793
490,,"Other Asia, nes",,Coffee,2004,1428.130146,614.5627517
498,MDA,Moldova,Europe,Coffee,2004,6.7914886,1.991432
500,MSR,Montserrat,Latin America and the Caribbean,Coffee,2004,3.243,1.7
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2004,773.0272213,555.6500975
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2004,81.717,40.081
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2004,28.793,28.598
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2004,125.0384534,58.35172748
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),Coffee,2004,25.567,19.2
524,NPL,Nepal,Central and Southern Asia,Coffee,2004,169.94541,37.998
528,NLD,Netherlands,Europe,Coffee,2004,112686.8996,27286.14403
530,ANT,Netherlands Antilles,,Coffee,2004,6.399,0.472
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2004,2.489,0.127
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2004,389.6362639,128.8159052
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2004,1.438,0.111
554,NZL,New Zealand,Australia and New Zealand,Coffee,2004,1680.170254,751.2086994
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2004,135858.0605,85881.56862
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2004,285.773116,254.946
568,,"Other Europe, nes",,Coffee,2004,12082.52037,4427.54455
579,NOR,Norway,Europe,Coffee,2004,1176.968745,288.9517144
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),Coffee,2004,4.769,1.535
581,UMI,United States Minor Outlying Islands,,Coffee,2004,6.337,4.265
586,PAK,Pakistan,Central and Southern Asia,Coffee,2004,50.425,61.716
591,PAN,Panama,Latin America and the Caribbean,Coffee,2004,13923.41676,8818.061035
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2004,94444.28761,67341.5598
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2004,115.448097,96.858003
604,PER,Peru,Latin America and the Caribbean,Coffee,2004,301863.1663,198077.8469
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2004,1025.439904,1474.987372
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),Coffee,2004,826.711,640.646
616,POL,Poland,Europe,Coffee,2004,31635.87746,13412.17818
620,PRT,Portugal,Europe,Coffee,2004,26047.48243,4740.887907
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2004,97.052,35.52
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2004,7097.633407,4770.174723
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2004,11.065132,5.59
637,,"North America and Central America, nes",,Coffee,2004,12.867,0.6
642,ROU,Romania,Europe,Coffee,2004,1335.313385,444.2069345
643,RUS,Russian Federation,Europe,Coffee,2004,5534.221398,1883.077015
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2004,62731.87794,43738.33425
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2004,33.152,12.475
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2004,182.236,87
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2004,3.502,0.245
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Coffee,2004,1.322,2.495
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2004,65.52298,14.087
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2004,781.282304,507.489
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2004,102.279513,23.015
