Exporter M.49,Exporter ISO3,Exporter,Exporter region,Resource,Year,Value (1000USD),Weight (1000kg)
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2001,591.234,168.641
752,SWE,Sweden,Europe,Coffee,2001,30847.16673,8281.933846
757,CHE,Switzerland,Europe,Coffee,2001,62637.77732,24506.80558
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2001,112.078896,96.924
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2001,31154.49594,46566.08529
768,TGO,Togo,Sub-Saharan Africa,Coffee,2001,8314.961642,10933.31346
776,TON,Tonga,Oceania (excl. Australia and New Zealand),Coffee,2001,38.867,59.83
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2001,604.0628126,279.3602944
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2001,1142.438357,989.464
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2001,101.008815,82.129
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2001,655.1111784,174.913631
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2001,45.36,54
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,Coffee,2001,47.549522,40.214
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),Coffee,2001,0.776,0.273
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2001,129375.5871,174902.6034
804,UKR,Ukraine,Europe,Coffee,2001,56.23525339,23.78735076
807,MKD,North Macedonia,Europe,Coffee,2001,65.7957917,62.8631914
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2001,454.557339,338.525
826,GBR,United Kingdom,Europe,Coffee,2001,42009.27776,13132.70469
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2001,68482.16325,53465.95568
837,,Bunkers,,Coffee,2001,0.896,0.1
838,,Free Zones,,Coffee,2001,64.105,24.548
842,USA,United States,Northern America,Coffee,2001,270453.6718,109750.6017
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2001,1.145,0.692
860,UZB,Uzbekistan,Central and Southern Asia,Coffee,2001,21.87,14.58
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2001,1944.615148,1572.660904
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),Coffee,2001,6.515,0.584
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2001,14118.535,6648.589
891,SCG,Serbia and Montenegro,,Coffee,2001,46.99048855,36.18764488
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2001,8669.75162,6202.039606
899,,"Areas, nes",,Coffee,2001,6010.657642,4875.808234
8,ALB,Albania,Europe,Coffee,2002,378.569187,263.4426926
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2002,115.690375,235.652
20,AND,Andorra,Europe,Coffee,2002,,
24,AGO,Angola,Sub-Saharan Africa,Coffee,2002,425.87572,547.169
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2002,252.936,219.515
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2002,217.0315938,72.6441675
36,AUS,Australia,Australia and New Zealand,Coffee,2002,7464.894663,2082.96
40,AUT,Austria,Europe,Coffee,2002,53230.83229,23461.46985
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2002,23.2,18.12
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2002,124.4508291,13.54166856
50,BGD,Bangladesh,Central and Southern Asia,Coffee,2002,,
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2002,771.042999,540.7202195
52,BRB,Barbados,Latin America and the Caribbean,Coffee,2002,0.01,0.001
56,BEL,Belgium,Europe,Coffee,2002,165784.569,91798.88635
60,BMU,Bermuda,Northern America,Coffee,2002,20,17.3
64,BTN,Bhutan,Central and Southern Asia,Coffee,2002,156.009,119.98
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2002,7339.950644,5273.521578
70,BIH,Bosnia Herzegovina,Europe,Coffee,2002,327.603579,114.996
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2002,4.57,6.262
74,BVT,Bouvet Island,,Coffee,2002,52.265,36.588
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2002,1335825.133,1381906.53
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2002,89.304,40.721
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),Coffee,2002,2.32,5.341
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2002,384.661,314.318
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2002,1.623,3.912
100,BGR,Bulgaria,Europe,Coffee,2002,416.8062085,268.1173917
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2002,123.668,186.486
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2002,18662.15007,14561.148
112,BLR,Belarus,Europe,Coffee,2002,180.9,69.911
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2002,33.823904,40.452
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2002,50124.15893,50254.80401
124,CAN,Canada,Northern America,Coffee,2002,85572.97687,22472.08503
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2002,32.274,18.36
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2002,39.361,21.327
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2002,2575.692711,4211.3214
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2002,485.1461277,157.9069494
148,TCD,Chad,Sub-Saharan Africa,Coffee,2002,,
152,CHL,Chile,Latin America and the Caribbean,Coffee,2002,473.9635199,258.9067801
156,CHN,China,China,Coffee,2002,15865.46135,12171.99386
170,COL,Colombia,Latin America and the Caribbean,Coffee,2002,870577.0022,635097.6344
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2002,7043.472846,7153.9665
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2002,5179.51755,4966.45
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2002,214903.5586,157178.3783
191,HRV,Croatia,Europe,Coffee,2002,3176.059614,842.9026842
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2002,8550.980241,7130.260612
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2002,460.8841634,227.9230671
203,CZE,Czech Republic,Europe,Coffee,2002,9694.028119,4924.244317
208,DNK,Denmark,Europe,Coffee,2002,34230.29,10520.41025
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2002,149.485504,73.423
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2002,13507.22801,5136.066153
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2002,15492.36256,11516.77046
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2002,113932.533,88878.38348
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2002,28.118,30.685
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2002,173184.3976,125415.3342
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2002,0.944,0.6
233,EST,Estonia,Europe,Coffee,2002,3339.033515,1237.032526
234,FRO,Faeroe Islands,Europe,Coffee,2002,284,227.701
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2002,102.326416,51.6782335
246,FIN,Finland,Europe,Coffee,2002,16348.8668,5792.121472
251,FRA,France,Europe,Coffee,2002,80842.56741,44763.25627
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2002,6.090169,0.6289665
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2002,358.455645,210.575
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2002,61.099,40.885
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2002,7.82402,1.2235
276,DEU,Germany,Europe,Coffee,2002,458812.0023,242918.1194
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2002,1008.841887,1321.26695
292,GIB,Gibraltar,Europe,Coffee,2002,1.789,0.414
300,GRC,Greece,Europe,Coffee,2002,5056.878728,2598.665217
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2002,16,23.7
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2002,402.495215,230.83
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2002,333699.1917,249075.9378
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2002,5673.15514,8953.6651
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2002,32.581991,9.4506293
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2002,3571.90456,2529.678
340,HND,Honduras,Latin America and the Caribbean,Coffee,2002,203527.7368,159948.0872
344,HKG,"China, Hong Kong SAR",China,Coffee,2002,1621.295336,724.5961474
348,HUN,Hungary,Europe,Coffee,2002,11569.85529,5994.699849
352,ISL,Iceland,Europe,Coffee,2002,62.413,48.014
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2002,282808.6821,358584.5216
364,IRN,Iran,Central and Southern Asia,Coffee,2002,433.638,522.059
372,IRL,Ireland,Europe,Coffee,2002,10138.75255,3826.41159
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2002,2065.383159,589.0755077
381,ITA,Italy,Europe,Coffee,2002,314748.0999,68687.16375
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2002,91511.59242,164115.617
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2002,34523.37421,3655.043225
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2002,3172.151114,1035.205256
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2002,0.1,0.027
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2002,458.425,561.953
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2002,73466.42045,43720.75697
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2002,5.232389,0.913
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2002,1328.451462,202.842764
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2002,113.562,19.971
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2002,0.291,0.063
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2002,12419.7685,18183.764
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2002,5903.803523,1751.578186
428,LVA,Latvia,Europe,Coffee,2002,1543.918926,806.2818402
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2002,204.704,346.544
440,LTU,Lithuania,Europe,Coffee,2002,4048.213165,1132.459092
442,LUX,Luxembourg,Europe,Coffee,2002,8859.000277,2239.416139
446,MAC,"China, Macao SAR",China,Coffee,2002,281.24875,192.507444
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2002,4158.50645,6868.15408
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2002,3770.824462,3179.155936
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2002,3869.977084,2100.358733
466,MLI,Mali,Sub-Saharan Africa,Coffee,2002,0.498,0.275
470,MLT,Malta,Europe,Coffee,2002,63.237,3.787
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2002,19.0982558,6.50808145
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2002,230440.0071,174020.5097
490,,"Other Asia, nes",,Coffee,2002,3295.13222,1910.877227
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2002,517.175067,493.9453756
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2002,14.805,4.707
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2002,74.067,35.515
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2002,104.3373138,85.0170545
524,NPL,Nepal,Central and Southern Asia,Coffee,2002,83.62,12.109
528,NLD,Netherlands,Europe,Coffee,2002,49497.42383,16874.78574
530,ANT,Netherlands Antilles,,Coffee,2002,12.455,14.255
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2002,54.1063039,22.42995262
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2002,15.542,2.457
554,NZL,New Zealand,Australia and New Zealand,Coffee,2002,432.296367,102.9380014
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2002,81057.13467,60628.26757
562,NER,Niger,Sub-Saharan Africa,Coffee,2002,0.014,0.006
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2002,340.883244,315.601
568,,"Other Europe, nes",,Coffee,2002,13198.115,5870.479
579,NOR,Norway,Europe,Coffee,2002,952.7589272,285.2095935
581,UMI,United States Minor Outlying Islands,,Coffee,2002,29.367,14
586,PAK,Pakistan,Central and Southern Asia,Coffee,2002,22.299,21.528
591,PAN,Panama,Latin America and the Caribbean,Coffee,2002,11921.43008,8392.081811
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2002,114919.1186,96339.27825
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2002,2.456872,0.891
604,PER,Peru,Latin America and the Caribbean,Coffee,2002,212202.1227,170116.1318
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2002,110.6463949,68.98696768
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),Coffee,2002,224,139
616,POL,Poland,Europe,Coffee,2002,21714.86624,12352.23411
620,PRT,Portugal,Europe,Coffee,2002,21894.38783,5534.778846
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2002,2920.96,2876.144
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2002,37.682471,12.684
642,ROU,Romania,Europe,Coffee,2002,25.673982,10.2605
643,RUS,Russian Federation,Europe,Coffee,2002,1179.274757,442.3050245
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2002,19673.16421,15442.1087
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2002,0.556,0.235
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2002,196.17,134.499
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2002,0.076,0.033
674,SMR,San Marino,Europe,Coffee,2002,3.294,0.64
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2002,49.3677307,14.5645959
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2002,883.221835,2132.477
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2002,10.503,3.963
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2002,28.147,23.939
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2002,1741.75783,3129.4
699,IND,India,Central and Southern Asia,Coffee,2002,155722.6023,166338.233
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2002,13076.71557,8661.418527
703,SVK,Slovakia,Europe,Coffee,2002,5338.152075,773.388469
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2002,379954.7287,403653.2342
705,SVN,Slovenia,Europe,Coffee,2002,1125.830367,563.8875998
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2002,4.163,4.82
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2002,7613.008421,4104.198457
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2002,12250.22166,11254.12562
724,ESP,Spain,Europe,Coffee,2002,38679.82665,20937.43206
732,ESH,Western Sahara,Northern Africa and Western Asia,Coffee,2002,0.229,0.062
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2002,4.718,2.6
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2002,550.315,167.269
752,SWE,Sweden,Europe,Coffee,2002,38397.55966,10196.19596
757,CHE,Switzerland,Europe,Coffee,2002,58245.60877,8951.655921
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2002,60.138134,45.446
762,TJK,Tajikistan,Central and Southern Asia,Coffee,2002,18.82,17.956
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2002,8788.221287,10215.12882
768,TGO,Togo,Sub-Saharan Africa,Coffee,2002,5702.13049,8145.99504
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2002,346.7471319,83.67889472
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2002,1697.125391,1588.491
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2002,29.764,14.448
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2002,817.7582251,247.2617372
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2002,22.664,6.95
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),Coffee,2002,4.328,1
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2002,129170.0632,194052.1433
804,UKR,Ukraine,Europe,Coffee,2002,298.376038,140.3406516
807,MKD,North Macedonia,Europe,Coffee,2002,129.78568,37.9045862
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2002,752.222,560.579
826,GBR,United Kingdom,Europe,Coffee,2002,37696.28366,10354.07677
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2002,38661.62083,36600.42148
838,,Free Zones,,Coffee,2002,21.794,24.963
839,,Special Categories,,Coffee,2002,0.02564,0.004
842,USA,United States,Northern America,Coffee,2002,260156.8307,112145.6788
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2002,215.79,198.504
860,UZB,Uzbekistan,Central and Southern Asia,Coffee,2002,11.883,7.14
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2002,15640.04643,12855.11614
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),Coffee,2002,81.2,35
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),Coffee,2002,0.46,0.075
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2002,11579.96763,6128.292
891,SCG,Serbia and Montenegro,,Coffee,2002,442.5649201,489.3986241
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2002,7884.040166,5873.662325
899,,"Areas, nes",,Coffee,2002,5819.279729,6046.27083
