Exporter M.49,Exporter ISO3,Exporter,Exporter region,Resource,Year,Value (1000USD),Weight (1000kg)
112,BLR,Belarus,Europe,Coffee,2000,1091.3,250.24
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2000,0.03,0.007
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2000,99821.1309,88409.27046
124,CAN,Canada,Northern America,Coffee,2000,94262.71058,20558.46794
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2000,50.93895,13.7386
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2000,250.176,104.591
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2000,5969.470924,5428.196
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2000,388.1076125,157.5547473
152,CHL,Chile,Latin America and the Caribbean,Coffee,2000,421.881,199.076655
156,CHN,China,China,Coffee,2000,8675.168905,5213.254533
170,COL,Colombia,Latin America and the Caribbean,Coffee,2000,1186229.526,576644.0541
174,COM,Comoros,Sub-Saharan Africa,Coffee,2000,13.083,7.628
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2000,10302.757,7921.43428
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2000,29831.08018,20960.807
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2000,320220.2524,154716.6473
191,HRV,Croatia,Europe,Coffee,2000,4246.119804,908.9548783
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2000,20396.69574,7395.462878
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2000,327.3254412,128.7185524
203,CZE,Czech Republic,Europe,Coffee,2000,11038.11603,4404.67111
204,BEN,Benin,Sub-Saharan Africa,Coffee,2000,0.057,0.116
208,DNK,Denmark,Europe,Coffee,2000,37772.182,9840.953743
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2000,256.0554495,104.0306917
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2000,22874.30296,8165.394
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2000,34418.71158,22962.42997
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2000,304566.6689,152725.2251
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2000,19.26697,19.88
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2000,265450.3565,124050.8375
233,EST,Estonia,Europe,Coffee,2000,4388.463217,1057.968081
246,FIN,Finland,Europe,Coffee,2000,23096.50937,6767.348286
251,FRA,France,Europe,Coffee,2000,95345.8349,38646.55437
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2000,5.265,0.39
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2000,403.449,181
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2000,13.401341,27.188538
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2000,37.14,22.161
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2000,0.34242,0.059
276,DEU,Germany,Europe,Coffee,2000,486922.197,180489.7485
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2000,1597.92703,1939.349
292,GIB,Gibraltar,Europe,Coffee,2000,5.385,1.941
300,GRC,Greece,Europe,Coffee,2000,7775.244668,4607.525939
304,GRL,Greenland,Northern America,Coffee,2000,39.418648,13.76
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2000,3.181,3.031
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2000,112.679,41.69
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2000,637446.9733,323814.6249
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2000,16714.2387,18152.07314
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2000,22.003318,5.328916
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2000,11895.59871,6224.165
340,HND,Honduras,Latin America and the Caribbean,Coffee,2000,297646.797,153421.1533
344,HKG,"China, Hong Kong SAR",China,Coffee,2000,2189.673472,579.0564289
348,HUN,Hungary,Europe,Coffee,2000,12380.81913,5103.2996
352,ISL,Iceland,Europe,Coffee,2000,36.753,15
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2000,381306.5809,347909.1902
364,IRN,Iran,Central and Southern Asia,Coffee,2000,1195.592,716.741
372,IRL,Ireland,Europe,Coffee,2000,4752.219368,1464.113061
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2000,3159.363012,963.1030422
381,ITA,Italy,Europe,Coffee,2000,259398.553,59471.26004
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2000,248683.0834,288587.2507
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2000,33537.89148,2941.447955
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2000,3364.321358,785.3428708
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2000,119.246,39.673
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2000,2187.84964,1066.63644
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2000,165319.4297,90190.63129
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2000,1289.835294,125.1480216
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2000,6.767,2.762
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2000,1.96,10.799
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2000,18730.5731,17131.565
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2000,10460.24539,4850.491864
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2000,0.129,0.256
428,LVA,Latvia,Europe,Coffee,2000,287.1565743,83.468255
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2000,185.938913,214.945
440,LTU,Lithuania,Europe,Coffee,2000,3594.898243,857.4891994
442,LUX,Luxembourg,Europe,Coffee,2000,17024.78741,3739.005948
446,MAC,"China, Macao SAR",China,Coffee,2000,210.18,80.668
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2000,18429.51361,17065.63533
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2000,7273.796549,4504.979755
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2000,2914.611837,1499.503743
466,MLI,Mali,Sub-Saharan Africa,Coffee,2000,0.265,0.141
470,MLT,Malta,Europe,Coffee,2000,190.219,11.624
473,,"Latin American Integration Association, nes",,Coffee,2000,36,54
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2000,9.541,3.839
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2000,590951.3881,297548.0794
490,,"Other Asia, nes",,Coffee,2000,784.3551286,348.9003174
498,MDA,Moldova,Europe,Coffee,2000,13.217,4.043
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2000,124.65559,41.813297
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2000,37.33137,4.415
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2000,511.002,291.601
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2000,47.7680719,10.07626041
524,NPL,Nepal,Central and Southern Asia,Coffee,2000,54.532,9.998
528,NLD,Netherlands,Europe,Coffee,2000,60879.67654,19988.86469
530,ANT,Netherlands Antilles,,Coffee,2000,34.974,54.339
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2000,1.7,0.085
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2000,1.962,0.402
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2000,0.891,0.252
554,NZL,New Zealand,Australia and New Zealand,Coffee,2000,250.18154,76.3810063
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2000,168052.3577,83627.30215
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2000,359.081,330.586
568,,"Other Europe, nes",,Coffee,2000,15047.459,5980.704
577,,"Other Africa, nes",,Coffee,2000,39.395,54.12
579,NOR,Norway,Europe,Coffee,2000,957.6499823,259.241231
586,PAK,Pakistan,Central and Southern Asia,Coffee,2000,28.234,11.128
591,PAN,Panama,Latin America and the Caribbean,Coffee,2000,19134.84387,9888.27078
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2000,118496.5962,63020.682
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2000,442.65078,320.44555
604,PER,Peru,Latin America and the Caribbean,Coffee,2000,255344.44,137063.373
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2000,808.079377,446.753368
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),Coffee,2000,61.43,28.078
616,POL,Poland,Europe,Coffee,2000,54518.90275,20677.51106
620,PRT,Portugal,Europe,Coffee,2000,22525.13563,5600.235659
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2000,0.215,0.061
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2000,980.71,1087.683
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2000,45.27027,47.13398
637,,"North America and Central America, nes",,Coffee,2000,103,101
642,ROU,Romania,Europe,Coffee,2000,276.13534,127.841084
643,RUS,Russian Federation,Europe,Coffee,2000,1343.251032,278.2840054
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2000,33133.708,18629.421
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2000,57.092,37.34
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2000,3.226,0.341
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2000,1.471,0.359
666,SPM,Saint Pierre and Miquelon,Northern America,Coffee,2000,1.526142,0.698
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2000,42.320485,16.105221
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2000,709.183961,429.094
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2000,69.928,60.696
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2000,46.473,19
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2000,2163.88,2367.136
699,IND,India,Central and Southern Asia,Coffee,2000,275738.7512,186141.981
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2000,15490.34463,11297.69744
703,SVK,Slovakia,Europe,Coffee,2000,5574.206094,884.0592958
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2000,583602.1888,624375.7624
705,SVN,Slovenia,Europe,Coffee,2000,1470.082924,815.208927
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2000,13661.61459,5669.88505
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2000,20383.12783,11221.8723
724,ESP,Spain,Europe,Coffee,2000,51851.47572,21338.24958
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2000,132.13,54.936
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2000,86.969,23.695
752,SWE,Sweden,Europe,Coffee,2000,35735.92171,8324.958636
757,CHE,Switzerland,Europe,Coffee,2000,28798.03094,6179.154166
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2000,47.107,23.994
762,TJK,Tajikistan,Central and Southern Asia,Coffee,2000,61.655,45
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2000,50421.39799,47892.40476
768,TGO,Togo,Sub-Saharan Africa,Coffee,2000,14621.76853,9703.066225
776,TON,Tonga,Oceania (excl. Australia and New Zealand),Coffee,2000,195.744,138.417
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2000,1225.383718,762.5143528
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2000,577.437203,337.503
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2000,75.463,30.691
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2000,1296.611298,422.1223132
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2000,79.238,16.471
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,Coffee,2000,29.204,34
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2000,195455.945,180967.9821
804,UKR,Ukraine,Europe,Coffee,2000,4.91,3.54
807,MKD,North Macedonia,Europe,Coffee,2000,91.658689,27.1000028
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2000,944.874459,493.458
826,GBR,United Kingdom,Europe,Coffee,2000,37274.86054,10261.86637
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2000,87079.18544,48500.77986
838,,Free Zones,,Coffee,2000,51.794,15.532
842,USA,United States,Northern America,Coffee,2000,297675.5667,100404.5104
854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee,2000,74.933,38.716
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2000,105.56264,56.47
860,UZB,Uzbekistan,Central and Southern Asia,Coffee,2000,16.126,18.097
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2000,6283.950565,3239.342613
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2000,10934.82824,4351.749
891,SCG,Serbia and Montenegro,,Coffee,2000,12,3.667
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2000,9493.85155,5266.600774
899,,"Areas, nes",,Coffee,2000,6320.49954,3172.489
8,ALB,Albania,Europe,Coffee,2001,168.536978,93.3988856
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2001,59.65,24
20,AND,Andorra,Europe,Coffee,2001,2.062,0.486
24,AGO,Angola,Sub-Saharan Africa,Coffee,2001,960.35139,964.785
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2001,34.421,17.789
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2001,387.7273327,106.6317598
36,AUS,Australia,Australia and New Zealand,Coffee,2001,11355.61012,3072.704839
40,AUT,Austria,Europe,Coffee,2001,49170.06671,19350.37106
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2001,0.291,0.063
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2001,5.113842,2.453
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2001,334.0904934,148.4486333
56,BEL,Belgium,Europe,Coffee,2001,165712.8861,81731.52552
64,BTN,Bhutan,Central and Southern Asia,Coffee,2001,70.47,50.94
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2001,10800.88077,7320.976175
70,BIH,Bosnia Herzegovina,Europe,Coffee,2001,138.451,50.919
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2001,8.854,4.629
74,BVT,Bouvet Island,,Coffee,2001,2,0.1
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2001,1417140.966,1139517.914
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2001,232.29,148.811
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),Coffee,2001,1.98,1.32
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2001,1383.227,997.859
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2001,,
100,BGR,Bulgaria,Europe,Coffee,2001,474.5161747,315.9593164
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2001,176.467,249.061
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2001,23702.54115,17095.3105
112,BLR,Belarus,Europe,Coffee,2001,864.2,531.681
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2001,70442.64367,73143.56419
124,CAN,Canada,Northern America,Coffee,2001,88352.94071,21599.66222
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2001,133.244,31.625
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2001,131.526,59.367
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2001,3184.34259,4332.839
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2001,212.913322,96.8524152
152,CHL,Chile,Latin America and the Caribbean,Coffee,2001,315.0585656,129.195511
156,CHN,China,China,Coffee,2001,12158.84501,9107.858448
170,COL,Colombia,Latin America and the Caribbean,Coffee,2001,852468.1165,580482.3331
174,COM,Comoros,Sub-Saharan Africa,Coffee,2001,1,0.3
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2001,7633.083676,6883.001
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2001,13143.59357,11084.94
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),Coffee,2001,0.345837,0.019
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2001,210092.5031,143446.3544
191,HRV,Croatia,Europe,Coffee,2001,3163.912992,779.5632803
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2001,12843.99874,6751.662595
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2001,640.6459341,360.2024308
203,CZE,Czech Republic,Europe,Coffee,2001,10776.86712,5089.314365
204,BEN,Benin,Sub-Saharan Africa,Coffee,2001,8.106556,13.356
208,DNK,Denmark,Europe,Coffee,2001,33739.51309,10165.63405
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2001,102.5591964,50.92231165
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2001,11286.80494,5253.325883
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2001,24640.90301,18752.15095
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2001,130699.9136,92715.55291
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2001,27.683624,85.36
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2001,152379.6127,90205.75662
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2001,219.391,90.7
233,EST,Estonia,Europe,Coffee,2001,4143.182385,1482.956799
234,FRO,Faeroe Islands,Europe,Coffee,2001,2.654,1.656
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2001,15.602,4.065
246,FIN,Finland,Europe,Coffee,2001,17531.99943,6050.130462
251,FRA,France,Europe,Coffee,2001,85794.06805,38899.0926
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2001,6.039901,0.682
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2001,82.189,54
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2001,112.895,196.993
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2001,34.053,49.101
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2001,1.47,0.525
276,DEU,Germany,Europe,Coffee,2001,419537.7726,193562.8277
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2001,1963.738062,2665.54
300,GRC,Greece,Europe,Coffee,2001,9808.457908,10688.39351
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2001,654.147,430.922
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2001,371234.8759,258670.7812
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2001,14257.30935,20487.07243
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2001,31.992253,7.2663676
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2001,7937.55905,5785.542
340,HND,Honduras,Latin America and the Caribbean,Coffee,2001,211684.7315,145432.6053
344,HKG,"China, Hong Kong SAR",China,Coffee,2001,1202.883932,522.2419043
348,HUN,Hungary,Europe,Coffee,2001,12007.72161,6253.653448
352,ISL,Iceland,Europe,Coffee,2001,13.794,16.524
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2001,267569.7591,296111.2122
364,IRN,Iran,Central and Southern Asia,Coffee,2001,2429.668,1995.932
372,IRL,Ireland,Europe,Coffee,2001,4867.591647,2616.223646
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2001,3312.06978,896.242546
381,ITA,Italy,Europe,Coffee,2001,263817.5941,62617.82436
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2001,129446.0638,222008.0587
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2001,31787.12699,3757.045827
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2001,3640.147157,1007.971457
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2001,1556.736,1669.439
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2001,109732.4151,70360.78018
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2001,1.082,2.232
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2001,1374.277656,244.5882147
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2001,157.662,28.48
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2001,0.415,0.091
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2001,11508.9469,14344.548
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2001,9736.541913,5462.95936
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2001,0.876,1.132
428,LVA,Latvia,Europe,Coffee,2001,259.968208,88.778375
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2001,341.791412,433.646
440,LTU,Lithuania,Europe,Coffee,2001,3478.008532,966.4331021
442,LUX,Luxembourg,Europe,Coffee,2001,8374.193016,1757.726837
446,MAC,"China, Macao SAR",China,Coffee,2001,212.92049,149.26204
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2001,7276.518147,8827.848151
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2001,7019.057968,4982.354242
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2001,3752.538672,1387.112077
466,MLI,Mali,Sub-Saharan Africa,Coffee,2001,0.041,0.08
470,MLT,Malta,Europe,Coffee,2001,3.680624,4.11
478,MRT,Mauritania,Sub-Saharan Africa,Coffee,2001,0.123,0.029
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2001,22.19775,7.942
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2001,268961.5679,186367.0768
490,,"Other Asia, nes",,Coffee,2001,1183.651497,399.816239
500,MSR,Montserrat,Latin America and the Caribbean,Coffee,2001,5.392624,3.45
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2001,82.31177082,12.67948938
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2001,59.900857,5.986186
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2001,159.48,23.244
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2001,29.2707748,9.82079985
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),Coffee,2001,28.185,20.411
524,NPL,Nepal,Central and Southern Asia,Coffee,2001,23.849,3.899
528,NLD,Netherlands,Europe,Coffee,2001,42348.98623,14316.5338
530,ANT,Netherlands Antilles,,Coffee,2001,1.168,0.602
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2001,0.037297,0.011472
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2001,54.325,32.614
554,NZL,New Zealand,Australia and New Zealand,Coffee,2001,494.4211474,139.8559694
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2001,114429.5089,80502.48039
562,NER,Niger,Sub-Saharan Africa,Coffee,2001,37.131,7.774
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2001,506.583294,491.675
568,,"Other Europe, nes",,Coffee,2001,13431.52193,6014.459
579,NOR,Norway,Europe,Coffee,2001,742.164246,263.663955
586,PAK,Pakistan,Central and Southern Asia,Coffee,2001,25.121,36.63
591,PAN,Panama,Latin America and the Caribbean,Coffee,2001,13705.90186,9085.266968
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2001,85914.18519,62779.049
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2001,38.434831,36.020002
604,PER,Peru,Latin America and the Caribbean,Coffee,2001,202482.544,149624.0177
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2001,650.540796,462.4021806
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),Coffee,2001,10.609,10.5
616,POL,Poland,Europe,Coffee,2001,26844.04124,13153.74645
620,PRT,Portugal,Europe,Coffee,2001,20872.92454,5693.425548
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2001,16.217,24
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2001,3382.956,3422.302
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2001,36.43916,41.943
642,ROU,Romania,Europe,Coffee,2001,37.3720503,12.68352945
643,RUS,Russian Federation,Europe,Coffee,2001,1066.237368,523.952596
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2001,30264.6611,28152.80687
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2001,30.527,22.016
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2001,0.014,0.004
666,SPM,Saint Pierre and Miquelon,Northern America,Coffee,2001,33.835,21
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2001,149.652449,144.132345
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2001,951.195499,711.113964
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2001,68.02342,15.277153
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2001,70.61655,43.611
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2001,1455.37478,2288.329
699,IND,India,Central and Southern Asia,Coffee,2001,183305.0798,167534.0969
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2001,8143.164722,5841.368734
703,SVK,Slovakia,Europe,Coffee,2001,5188.912195,825.6300025
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2001,444310.774,421693.2885
705,SVN,Slovenia,Europe,Coffee,2001,1393.172828,804.575784
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2001,8363.55894,4642.839385
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2001,11614.46741,7782.567141
724,ESP,Spain,Europe,Coffee,2001,48984.25327,25674.40778
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2001,2.134,0.99
