Importer M.49,Importer ISO3,Importer,Importer region,Resource,Year,Value (1000USD),Weight (1000kg)
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2019,2857.284951,268.0251632
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2019,2520.649199,713.1334167
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2019,1225387.916,446356.6195
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2019,10017.06746,1578.902724
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2019,94819.95566,35900.43558
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2019,4912.210125,1521.300938
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2019,10436.53323,4351.7915
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2019,620724.842,165413.4821
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2019,44382.32065,9575.745527
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2019,954.6766994,160.8690354
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2019,609.5736473,173.6484861
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2019,70339.06543,31832.76674
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2019,1034.333915,309.3776055
428,LVA,Latvia,Europe,Coffee,2019,71375.48397,12628.15736
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2019,166.539195,30.86262
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2019,32005.34712,13336.63507
440,LTU,Lithuania,Europe,Coffee,2019,117177.5146,20148.51865
442,LUX,Luxembourg,Europe,Coffee,2019,114092.5095,19553.18887
446,MAC,"China, Macao SAR",China,Coffee,2019,9084.655528,1747.234387
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2019,1931.87255,860.8590938
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2019,294.0567474,67.6059119
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2019,265827.3151,113253.0267
462,MDV,Maldives,Central and Southern Asia,Coffee,2019,7313.189131,445.164125
466,MLI,Mali,Sub-Saharan Africa,Coffee,2019,1074.291175,307.487774
470,MLT,Malta,Europe,Coffee,2019,8080.872695,1057.660888
478,MRT,Mauritania,Sub-Saharan Africa,Coffee,2019,628.4664078,650.088326
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2019,4404.431727,557.1991609
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2019,155304.8636,61688.90273
490,,"Other Asia, nes",,Coffee,2019,176875.8551,37111.25335
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2019,1535.457921,214.9988226
498,MDA,Moldova,Europe,Coffee,2019,8600.79719,1297.499431
499,MNE,Montenegro,Europe,Coffee,2019,14722.08774,5786.789062
500,MSR,Montserrat,Latin America and the Caribbean,Coffee,2019,20.277624,2.78729
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2019,99623.01671,49717.75184
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2019,2647.036874,323.6907268
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2019,16712.61124,4810.894993
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2019,8857.195657,1536.708331
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),Coffee,2019,92.1827,11.91765
524,NPL,Nepal,Central and Southern Asia,Coffee,2019,1103.562378,321.2129146
528,NLD,Netherlands,Europe,Coffee,2019,1066600.937,227980.9846
531,CUW,Curacao,Latin America and the Caribbean,Coffee,2019,1747.416126,244.1452
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2019,3814.315364,404.9333327
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,Coffee,2019,481.86147,41.067
535,BES,Bonaire,Latin America and the Caribbean,Coffee,2019,352.594216,39.531
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2019,3595.193673,439.04986
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2019,48.296747,6.927167
554,NZL,New Zealand,Australia and New Zealand,Coffee,2019,70306.53106,15678.36054
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2019,122.3766812,23.65797839
562,NER,Niger,Sub-Saharan Africa,Coffee,2019,152.7133547,68.3395802
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2019,4348.950778,1939.429739
568,,"Other Europe, nes",,Coffee,2019,416.207064,44.182
570,NIU,Niue,Oceania (excl. Australia and New Zealand),Coffee,2019,26.266965,1.3
574,NFK,Norfolk Islands,Australia and New Zealand,Coffee,2019,230.174754,117.223
577,,"Other Africa, nes",,Coffee,2019,44.622315,1.709
579,NOR,Norway,Europe,Coffee,2019,161400.5816,40444.10247
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),Coffee,2019,12.191877,0.768711
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),Coffee,2019,0.05828,0.003
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),Coffee,2019,67.448965,7.76781
585,PLW,Palau,Oceania (excl. Australia and New Zealand),Coffee,2019,6.759641,0.379846
586,PAK,Pakistan,Central and Southern Asia,Coffee,2019,1145.809987,172.7232588
591,PAN,Panama,Latin America and the Caribbean,Coffee,2019,12298.5359,3580.597901
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2019,6580.932081,1206.232202
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2019,3287.177667,987.9037681
604,PER,Peru,Latin America and the Caribbean,Coffee,2019,4245.822545,555.8837758
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2019,68712.77065,33454.30621
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),Coffee,2019,21.929316,3.271
616,POL,Poland,Europe,Coffee,2019,588730.4881,183890.0305
620,PRT,Portugal,Europe,Coffee,2019,261612.5175,67125.99417
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2019,136.982716,12.761889
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2019,2268.359119,1279.94167
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2019,23127.72547,2999.025641
642,ROU,Romania,Europe,Coffee,2019,238701.9371,52694.28428
643,RUS,Russian Federation,Europe,Coffee,2019,597354.4778,213108.7922
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2019,96.78385105,68.59493192
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,Coffee,2019,219.209738,68.985791
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2019,0.839977,0.23407
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2019,119.587123,11.61873
660,AIA,Anguilla,Latin America and the Caribbean,Coffee,2019,38.719982,3.503
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2019,943.1873219,73.73137858
666,SPM,Saint Pierre and Miquelon,Northern America,Coffee,2019,107.081393,10.787
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Coffee,2019,109.300489,19.30662816
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2019,71.6299521,5.0187699
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2019,248345.0572,69744.50774
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2019,6544.196453,5067.118092
688,SRB,Serbia,Europe,Coffee,2019,84302.36749,33819.4856
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2019,1258.687718,262.2797476
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2019,237.883161,29.6078
699,IND,India,Central and Southern Asia,Coffee,2019,115419.4879,82425.3014
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2019,83520.89028,21174.1623
703,SVK,Slovakia,Europe,Coffee,2019,180905.4302,39747.40295
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2019,74999.46563,34630.06484
705,SVN,Slovenia,Europe,Coffee,2019,94041.04911,32874.52265
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2019,950.527852,1119.364294
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2019,78262.86312,25491.18623
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2019,458.3310935,59.66042663
724,ESP,Spain,Europe,Coffee,2019,1055973.683,340580.6835
728,SSD,South Sudan,Sub-Saharan Africa,Coffee,2019,3798.858247,3381.362042
729,SDN,Sudan,Northern Africa and Western Asia,Coffee,2019,84513.74255,51598.39
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2019,334.4663477,86.30943766
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2019,1820.584119,501.6585
752,SWE,Sweden,Europe,Coffee,2019,376690.3853,116891.5011
757,CHE,Switzerland,Europe,Coffee,2019,628980.5056,161039.4159
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2019,52847.70625,29424.65115
762,TJK,Tajikistan,Central and Southern Asia,Coffee,2019,140.3436172,28.33902072
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2019,92891.97706,39271.49277
768,TGO,Togo,Sub-Saharan Africa,Coffee,2019,165.5797844,48.81397988
776,TON,Tonga,Oceania (excl. Australia and New Zealand),Coffee,2019,7.856934,1.869
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2019,1725.707117,425.4865734
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2019,112510.7019,22903.69103
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2019,43902.87938,24501.52589
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2019,206222.3616,80673.57779
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2019,534.046321,84.12525
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,Coffee,2019,262.412896,30.572188
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),Coffee,2019,24.241232,7.875
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2019,11001.42852,9502.376914
804,UKR,Ukraine,Europe,Coffee,2019,162031.2259,50182.13486
807,MKD,North Macedonia,Europe,Coffee,2019,18359.80478,5408.467854
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2019,119446.0263,47382.63641
826,GBR,United Kingdom,Europe,Coffee,2019,1071961.358,255489.2908
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2019,291.2007984,70.03802508
837,,Bunkers,,Coffee,2019,3514.400575,442.619089
838,,Free Zones,,Coffee,2019,2002.3082,592.583299
839,,Special Categories,,Coffee,2019,67.669782,14.36353
842,USA,United States,Northern America,Coffee,2019,5674257.867,1692382.324
854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee,2019,565.3005296,1143.848311
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2019,5571.242551,1536.927622
860,UZB,Uzbekistan,Central and Southern Asia,Coffee,2019,1622.916068,253.0387672
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2019,5361.564062,2903.472807
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),Coffee,2019,55.897472,3.088
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),Coffee,2019,553.6717514,248.6856197
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2019,3170.964545,1914.561584
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2019,856.9178711,152.0110335
899,,"Areas, nes",,Coffee,2019,209544.9095,85857.0534
4,AFG,Afghanistan,Central and Southern Asia,Coffee,2020,629.53265,94.98519
8,ALB,Albania,Europe,Coffee,2020,30305.42857,8050.46127
10,ATA,Antarctica,,Coffee,2020,,
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2020,195513.4118,126459.6821
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),Coffee,2020,5.866364,1.772
20,AND,Andorra,Europe,Coffee,2020,5265.782263,552.0900742
24,AGO,Angola,Sub-Saharan Africa,Coffee,2020,3004.930195,261.5759221
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2020,322.3573938,54.15805641
31,AZE,Azerbaijan,Northern Africa and Western Asia,Coffee,2020,2271.499588,271.4048324
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2020,69530.16872,29385.02162
36,AUS,Australia,Australia and New Zealand,Coffee,2020,489794.6747,104316.7245
40,AUT,Austria,Europe,Coffee,2020,410794.6037,61238.15065
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2020,2281.612293,244.5679853
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2020,9230.833562,1159.285992
50,BGD,Bangladesh,Central and Southern Asia,Coffee,2020,725.245167,135.58353
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2020,7782.713705,3231.365125
52,BRB,Barbados,Latin America and the Caribbean,Coffee,2020,722.08721,117.0833833
56,BEL,Belgium,Europe,Coffee,2020,1261857.577,396411.6422
60,BMU,Bermuda,Northern America,Coffee,2020,1674.18708,152.4058875
64,BTN,Bhutan,Central and Southern Asia,Coffee,2020,18.187857,4.83
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2020,648.0737672,87.25645106
70,BIH,Bosnia Herzegovina,Europe,Coffee,2020,22675.88299,8049.928336
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2020,5163.69506,1220.120415
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2020,64704.03597,6724.836881
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2020,1393.435751,349.3855135
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),Coffee,2020,,
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2020,16.046396,2.3674
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2020,817.5634298,123.1161137
100,BGR,Bulgaria,Europe,Coffee,2020,110766.9552,29556.01299
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2020,1698.949182,1752.173222
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2020,8.83202295,8.07105676
112,BLR,Belarus,Europe,Coffee,2020,53047.8591,12786.5151
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2020,8807.409143,3446.578241
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2020,244.9330716,118.521403
124,CAN,Canada,Northern America,Coffee,2020,1258125.473,266787.48
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2020,1319.859018,595.282371
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2020,2653.773815,682.4656311
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2020,235.479675,86.449
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2020,564.6609765,171.2848271
148,TCD,Chad,Sub-Saharan Africa,Coffee,2020,139.574792,15.522
152,CHL,Chile,Latin America and the Caribbean,Coffee,2020,44800.00437,15637.51744
156,CHN,China,China,Coffee,2020,308192.9987,73503.86973
162,CXR,Christmas Islands,,Coffee,2020,4.154217,0.471
170,COL,Colombia,Latin America and the Caribbean,Coffee,2020,102542.3563,64854.43224
174,COM,Comoros,Sub-Saharan Africa,Coffee,2020,208.039285,77.6141196
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2020,905.2531425,141.7317831
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2020,528.9840991,96.92564651
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),Coffee,2020,225.916052,18.19736
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2020,24471.98865,13820.05817
191,HRV,Croatia,Europe,Coffee,2020,80401.63549,25699.23241
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2020,15463.24258,6973.495513
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2020,30228.70086,4569.710366
203,CZE,Czech Republic,Europe,Coffee,2020,292383.229,59813.66087
204,BEN,Benin,Sub-Saharan Africa,Coffee,2020,665.456068,332.2224073
208,DNK,Denmark,Europe,Coffee,2020,167735.7576,35978.73715
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2020,46.752415,14.409832
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2020,23967.3494,11833.76149
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2020,24712.2399,15943.8559
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2020,3232.197485,954.9371205
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2020,330.972183,38.62239
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2020,305.8051642,83.12451362
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2020,4.752022,1.286
233,EST,Estonia,Europe,Coffee,2020,51918.71892,8674.425978
234,FRO,Faeroe Islands,Europe,Coffee,2020,2567.356888,324.337073
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,Coffee,2020,18.609302,1.509
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2020,1384.463534,234.0496342
246,FIN,Finland,Europe,Coffee,2020,256946.7906,72654.68083
251,FRA,France,Europe,Coffee,2020,2370156.396,349234.4911
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2020,3435.507093,272.7547617
260,ATF,French Southern Territories,,Coffee,2020,7.325455,0.481
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2020,896.152174,334.73969
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2020,982.8360668,201.3712372
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2020,22677.19414,10928.50008
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2020,441.1138126,394.8788568
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2020,27853.31393,8079.06082
276,DEU,Germany,Europe,Coffee,2020,3411589.262,1196637.64
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2020,740.85956,61.047168
292,GIB,Gibraltar,Europe,Coffee,2020,790.489191,104.82531
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),Coffee,2020,314.2039798,32.9397957
300,GRC,Greece,Europe,Coffee,2020,251769.134,60979.23363
304,GRL,Greenland,Northern America,Coffee,2020,3883.100151,353.931576
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2020,201.5758447,26.19172992
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2020,227.203742,17.184089
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2020,1297.953622,190.1289129
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2020,207.823612,38.01435
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2020,305.794388,104.6636894
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2020,359.01416,285.32337
340,HND,Honduras,Latin America and the Caribbean,Coffee,2020,214.7037927,30.59290169
344,HKG,"China, Hong Kong SAR",China,Coffee,2020,47764.59047,7774.871646
348,HUN,Hungary,Europe,Coffee,2020,133578.9579,27038.18104
352,ISL,Iceland,Europe,Coffee,2020,19546.90195,2465.46543
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2020,37958.95448,16365.81308
364,IRN,Iran,Central and Southern Asia,Coffee,2020,42393.35118,16012.68584
368,IRQ,Iraq,Northern Africa and Western Asia,Coffee,2020,6398.188769,1532.493732
372,IRL,Ireland,Europe,Coffee,2020,120732.0003,20514.38747
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2020,146423.3899,30307.10037
381,ITA,Italy,Europe,Coffee,2020,1567260.193,609729.3711
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2020,2468.900422,304.1366253
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2020,1369.556588,281.3924315
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2020,1168786.363,399676.5202
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2020,9356.292188,1638.166314
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2020,99588.05373,31390.12049
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2020,10559.1948,3843.208241
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2020,2303.03895,665.257
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2020,736128.9018,177531.5088
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2020,59012.30879,10307.96785
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2020,657.7376768,99.05043285
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2020,8500.248047,3558.936287
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2020,42147.26974,21794.28999
426,LSO,Lesotho,Sub-Saharan Africa,Coffee,2020,972.219197,320.5133023
428,LVA,Latvia,Europe,Coffee,2020,76832.8335,13205.10619
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2020,179.320513,25.110524
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2020,34220.06636,15179.29504
440,LTU,Lithuania,Europe,Coffee,2020,129833.6936,21640.85615
442,LUX,Luxembourg,Europe,Coffee,2020,98929.9976,15927.63879
446,MAC,"China, Macao SAR",China,Coffee,2020,6662.352226,1080.521622
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2020,390.8678754,46.54444165
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2020,233.9005725,43.37678036
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2020,238066.4224,106515.0586
462,MDV,Maldives,Central and Southern Asia,Coffee,2020,2090.060534,148.855806
466,MLI,Mali,Sub-Saharan Africa,Coffee,2020,1704.567798,655.52323
470,MLT,Malta,Europe,Coffee,2020,7443.497765,939.8876641
478,MRT,Mauritania,Sub-Saharan Africa,Coffee,2020,614.8921477,956.026748
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2020,3485.166681,547.4835052
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2020,121463.362,44195.77955
490,,"Other Asia, nes",,Coffee,2020,197626.2179,42711.70732
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2020,2030.050573,314.3072527
498,MDA,Moldova,Europe,Coffee,2020,9474.610448,1465.070271
499,MNE,Montenegro,Europe,Coffee,2020,12984.45261,5648.317547
500,MSR,Montserrat,Latin America and the Caribbean,Coffee,2020,25.974202,3.31901
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2020,94835.96708,45100.8615
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2020,2097.956239,248.7357166
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2020,19442.88901,6008.422991
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2020,6300.833701,1895.152143
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),Coffee,2020,90.703064,7.29982
524,NPL,Nepal,Central and Southern Asia,Coffee,2020,812.7099321,179.382207
528,NLD,Netherlands,Europe,Coffee,2020,1113723.464,212708.5914
531,CUW,Curacao,Latin America and the Caribbean,Coffee,2020,1334.536207,136.13788
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2020,2730.881597,322.0424685
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,Coffee,2020,179.954137,15.09
535,BES,Bonaire,Latin America and the Caribbean,Coffee,2020,279.28936,24.6755
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2020,3816.101141,401.64718
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2020,93.690535,23.55473
554,NZL,New Zealand,Australia and New Zealand,Coffee,2020,77033.43667,15586.51661
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2020,242.0026626,58.08910311
562,NER,Niger,Sub-Saharan Africa,Coffee,2020,264.145045,107.0775045
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2020,5370.383196,2501.196238
568,,"Other Europe, nes",,Coffee,2020,43.897449,3.328
570,NIU,Niue,Oceania (excl. Australia and New Zealand),Coffee,2020,15.551941,0.587
574,NFK,Norfolk Islands,Australia and New Zealand,Coffee,2020,10.941433,0.883
577,,"Other Africa, nes",,Coffee,2020,41.87,16.56
579,NOR,Norway,Europe,Coffee,2020,194971.7413,44921.60041
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),Coffee,2020,17.155408,3.954032
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),Coffee,2020,0.427155,0.032
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),Coffee,2020,104.862571,12.20057
585,PLW,Palau,Oceania (excl. Australia and New Zealand),Coffee,2020,6.32006,1.115327
586,PAK,Pakistan,Central and Southern Asia,Coffee,2020,1337.530911,408.0105807
591,PAN,Panama,Latin America and the Caribbean,Coffee,2020,12745.88942,3667.347996
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2020,6832.752108,874.8855535
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2020,3428.091198,1204.520225
604,PER,Peru,Latin America and the Caribbean,Coffee,2020,4618.168616,1090.978562
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2020,80306.56451,30419.08311
616,POL,Poland,Europe,Coffee,2020,635218.715,186768.388
620,PRT,Portugal,Europe,Coffee,2020,265798.6851,54264.20558
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2020,89.511039,11.011
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2020,1764.406538,832.7736286
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2020,22565.5705,3044.49036
642,ROU,Romania,Europe,Coffee,2020,271784.3257,56749.51676
643,RUS,Russian Federation,Europe,Coffee,2020,615973.1487,220127.7485
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2020,604.2072877,569.9510423
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,Coffee,2020,10.767481,0.662
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2020,27.094883,6.32874
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2020,51.916101,4.14809
660,AIA,Anguilla,Latin America and the Caribbean,Coffee,2020,3.98556,0.72
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2020,386.1230526,39.69960047
666,SPM,Saint Pierre and Miquelon,Northern America,Coffee,2020,137.719758,11.499
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Coffee,2020,89.93132601,9.801002109
674,SMR,San Marino,Europe,Coffee,2020,84.792687,28.95664
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2020,59.3712977,4.77558759
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2020,306849.3442,76777.25434
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2020,6561.080623,7539.930165
688,SRB,Serbia,Europe,Coffee,2020,78987.46582,32133.87859
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2020,735.9525677,257.1514451
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2020,147.99067,24.576
699,IND,India,Central and Southern Asia,Coffee,2020,107785.2639,77718.49982
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2020,65174.81216,14602.16858
703,SVK,Slovakia,Europe,Coffee,2020,166629.3692,37361.32486
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2020,91491.3939,37786.21542
705,SVN,Slovenia,Europe,Coffee,2020,90872.33983,31751.68912
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2020,406.575002,236.22367
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2020,75805.85009,27733.13504
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2020,285.923199,151.6710177
724,ESP,Spain,Europe,Coffee,2020,1046043.08,322653.5565
728,SSD,South Sudan,Sub-Saharan Africa,Coffee,2020,2653.374955,1911.2342
