Importer M.49,Importer ISO3,Importer,Importer region,Resource,Year,Value (1000USD),Weight (1000kg)
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2000,290.066737,62.025
440,LTU,Lithuania,Europe,Coffee,2000,31516.34094,9138.241858
442,LUX,Luxembourg,Europe,Coffee,2000,40875.72026,9463.988736
446,MAC,"China, Macao SAR",China,Coffee,2000,717.501283,381.9950108
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2000,17.854871,3.9866815
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2000,114.9085817,86.32523315
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2000,24304.71218,24040.85207
462,MDV,Maldives,Central and Southern Asia,Coffee,2000,377.2210127,62.83875195
466,MLI,Mali,Sub-Saharan Africa,Coffee,2000,98.5592,36.634906
470,MLT,Malta,Europe,Coffee,2000,890.8503404,177.867145
478,MRT,Mauritania,Sub-Saharan Africa,Coffee,2000,122.3364927,175.0791648
480,MUS,Mauritius,Sub-Saharan Africa,Coffee,2000,643.8216234,189.1800694
484,MEX,Mexico,Latin America and the Caribbean,Coffee,2000,7763.311481,5374.095694
490,,"Other Asia, nes",,Coffee,2000,19519.55692,8083.261971
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),Coffee,2000,108.514275,42.48406642
498,MDA,Moldova,Europe,Coffee,2000,486.1509487,97.47616739
500,MSR,Montserrat,Latin America and the Caribbean,Coffee,2000,0.921,0.476
504,MAR,Morocco,Northern Africa and Western Asia,Coffee,2000,33687.5498,35429.55841
508,MOZ,Mozambique,Sub-Saharan Africa,Coffee,2000,5035.926814,2368.999
512,OMN,Oman,Northern Africa and Western Asia,Coffee,2000,4911.607726,3475.602208
516,NAM,Namibia,Sub-Saharan Africa,Coffee,2000,3400.86058,1104.040353
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),Coffee,2000,8.726,1.968
524,NPL,Nepal,Central and Southern Asia,Coffee,2000,29.889,25.365
527,,"Oceania, nes",,Coffee,2000,18.448,19.2
528,NLD,Netherlands,Europe,Coffee,2000,378503.6098,196542.9002
530,ANT,Netherlands Antilles,,Coffee,2000,486.971892,104.504
533,ABW,Aruba,Latin America and the Caribbean,Coffee,2000,533.02,124.481
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee,2000,648.950739,189.36
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),Coffee,2000,4.032,0.695
554,NZL,New Zealand,Australia and New Zealand,Coffee,2000,21385.77087,6959.518681
558,NIC,Nicaragua,Latin America and the Caribbean,Coffee,2000,3795.734691,3143.190563
562,NER,Niger,Sub-Saharan Africa,Coffee,2000,135.9945606,121.619213
566,NGA,Nigeria,Sub-Saharan Africa,Coffee,2000,268.0362305,190.1886605
568,,"Other Europe, nes",,Coffee,2000,331.06,419.84
570,NIU,Niue,Oceania (excl. Australia and New Zealand),Coffee,2000,5.214,1.894
574,NFK,Norfolk Islands,Australia and New Zealand,Coffee,2000,5.819,1.063
577,,"Other Africa, nes",,Coffee,2000,1.290396,0.296
579,NOR,Norway,Europe,Coffee,2000,70888.70946,34098.96944
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),Coffee,2000,38.277,5.227
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),Coffee,2000,40.98,30.636
585,PLW,Palau,Oceania (excl. Australia and New Zealand),Coffee,2000,36.529,7.593
586,PAK,Pakistan,Central and Southern Asia,Coffee,2000,424.516,275.69
591,PAN,Panama,Latin America and the Caribbean,Coffee,2000,1565.634112,821.7994579
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee,2000,933.723,242.789
600,PRY,Paraguay,Latin America and the Caribbean,Coffee,2000,367.4940158,218.0558373
604,PER,Peru,Latin America and the Caribbean,Coffee,2000,527.7785006,405.6171478
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee,2000,15146.64312,15978.10478
616,POL,Poland,Europe,Coffee,2000,136273.3938,114928.7408
620,PRT,Portugal,Europe,Coffee,2000,83134.52442,43455.22909
624,GNB,Guinea-Bissau,Sub-Saharan Africa,Coffee,2000,24.28,4.068
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Coffee,2000,1.423,1.949
634,QAT,Qatar,Northern Africa and Western Asia,Coffee,2000,921.2782028,366.1908157
642,ROU,Romania,Europe,Coffee,2000,48159.72232,26182.66123
643,RUS,Russian Federation,Europe,Coffee,2000,34218.04607,18990.78794
646,RWA,Rwanda,Sub-Saharan Africa,Coffee,2000,19.472,18.699
654,SHN,Saint Helena,Sub-Saharan Africa,Coffee,2000,3730.349,2227.471
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Coffee,2000,84.0180992,11.1159
660,AIA,Anguilla,Latin America and the Caribbean,Coffee,2000,5.447,0.712
662,LCA,Saint Lucia,Latin America and the Caribbean,Coffee,2000,221.3354302,38.23610723
666,SPM,Saint Pierre and Miquelon,Northern America,Coffee,2000,34.271,4.5
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Coffee,2000,47.90894045,11.17756415
678,STP,Sao Tome and Principe,Sub-Saharan Africa,Coffee,2000,10.9190803,1.1211051
682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee,2000,58810.93312,25933.95514
686,SEN,Senegal,Sub-Saharan Africa,Coffee,2000,315.2746426,101.4200049
690,SYC,Seychelles,Sub-Saharan Africa,Coffee,2000,557.816796,282.159
694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee,2000,61.767443,49.317
699,IND,India,Central and Southern Asia,Coffee,2000,5726.073307,5408.198006
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee,2000,57428.51915,66434.35228
703,SVK,Slovakia,Europe,Coffee,2000,24256.61441,12884.27882
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),Coffee,2000,1154.671142,653.40788
705,SVN,Slovenia,Europe,Coffee,2000,29960.43964,17637.99967
706,SOM,Somalia,Sub-Saharan Africa,Coffee,2000,86.397,55.95
710,ZAF,South Africa,Sub-Saharan Africa,Coffee,2000,31490.44587,26452.43531
716,ZWE,Zimbabwe,Sub-Saharan Africa,Coffee,2000,112.456031,30.22228745
724,ESP,Spain,Europe,Coffee,2000,320341.8416,219683.1724
736,SDN,Former Sudan,,Coffee,2000,12067.44005,6587.29336
740,SUR,Suriname,Latin America and the Caribbean,Coffee,2000,34.98,7.308
748,SWZ,Eswatini,Sub-Saharan Africa,Coffee,2000,2028.921641,1591.122934
752,SWE,Sweden,Europe,Coffee,2000,179221.5638,84838.72109
757,CHE,Switzerland,Europe,Coffee,2000,205290.8279,163055.757
760,SYR,Syria,Northern Africa and Western Asia,Coffee,2000,17395.30401,12612.654
762,TJK,Tajikistan,Central and Southern Asia,Coffee,2000,25.488,9.27
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee,2000,11954.43822,14835.0645
768,TGO,Togo,Sub-Saharan Africa,Coffee,2000,328.6630891,1047.463054
776,TON,Tonga,Oceania (excl. Australia and New Zealand),Coffee,2000,7.058,15.639
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee,2000,301.1536204,128.4376522
784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee,2000,12417.05138,7129.173
788,TUN,Tunisia,Northern Africa and Western Asia,Coffee,2000,13931.49747,11050.57479
792,TUR,Turkey,Northern Africa and Western Asia,Coffee,2000,19657.30072,10149.95083
795,TKM,Turkmenistan,Central and Southern Asia,Coffee,2000,1365.529237,285.6070543
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),Coffee,2000,29.723,4.532
800,UGA,Uganda,Sub-Saharan Africa,Coffee,2000,246.9567378,164.356493
804,UKR,Ukraine,Europe,Coffee,2000,35818.74759,11773.023
807,MKD,North Macedonia,Europe,Coffee,2000,4658.884682,2377.586665
818,EGY,Egypt,Northern Africa and Western Asia,Coffee,2000,10531.09407,11765.126
826,GBR,United Kingdom,Europe,Coffee,2000,269842.6835,154121.6815
834,TZA,Tanzania,Sub-Saharan Africa,Coffee,2000,389.8569987,343.6542339
837,,Bunkers,,Coffee,2000,275.744,27.6
838,,Free Zones,,Coffee,2000,888.037,408.328
842,USA,United States,Northern America,Coffee,2000,2561635.066,1300696.035
854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee,2000,126.549186,136.285393
858,URY,Uruguay,Latin America and the Caribbean,Coffee,2000,2819.470069,1768.966859
860,UZB,Uzbekistan,Central and Southern Asia,Coffee,2000,20.383999,3.817
862,VEN,Venezuela,Latin America and the Caribbean,Coffee,2000,415.2240065,468.3385136
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),Coffee,2000,24.973,7.53
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),Coffee,2000,29.346,5.001
887,YEM,Yemen,Northern Africa and Western Asia,Coffee,2000,2134.33507,1109.628
891,SCG,Serbia and Montenegro,,Coffee,2000,51438.63284,26433.51976
894,ZMB,Zambia,Sub-Saharan Africa,Coffee,2000,97.11731984,31.4403069
899,,"Areas, nes",,Coffee,2000,1594.98189,212.091556
4,AFG,Afghanistan,Central and Southern Asia,Coffee,2001,0.326,0.073
8,ALB,Albania,Europe,Coffee,2001,5955.27408,4801.045374
12,DZA,Algeria,Northern Africa and Western Asia,Coffee,2001,48188.74281,70799.48684
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),Coffee,2001,186.102,157.207
20,AND,Andorra,Europe,Coffee,2001,1659.21683,566.3227364
24,AGO,Angola,Sub-Saharan Africa,Coffee,2001,528.090621,124.539
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee,2001,123.832438,67.496
31,AZE,Azerbaijan,Northern Africa and Western Asia,Coffee,2001,224.5146157,77.96759828
32,ARG,Argentina,Latin America and the Caribbean,Coffee,2001,32011.96892,30269.34469
36,AUS,Australia,Australia and New Zealand,Coffee,2001,54312.88324,33985.83207
40,AUT,Austria,Europe,Coffee,2001,142392.6442,90159.59275
44,BHS,Bahamas,Latin America and the Caribbean,Coffee,2001,5616.364257,1377.288546
48,BHR,Bahrain,Northern Africa and Western Asia,Coffee,2001,569.870838,227.285
50,BGD,Bangladesh,Central and Southern Asia,Coffee,2001,162.798987,128.425
51,ARM,Armenia,Northern Africa and Western Asia,Coffee,2001,14060.4425,10522.96641
52,BRB,Barbados,Latin America and the Caribbean,Coffee,2001,288.4779181,60.23353794
56,BEL,Belgium,Europe,Coffee,2001,304796.3468,228286.5169
60,BMU,Bermuda,Northern America,Coffee,2001,992.001846,795.57
64,BTN,Bhutan,Central and Southern Asia,Coffee,2001,124.313,104.175
68,BOL,Bolivia,Latin America and the Caribbean,Coffee,2001,103.872,114.207367
70,BIH,Bosnia Herzegovina,Europe,Coffee,2001,5432.757485,1764.424
72,BWA,Botswana,Sub-Saharan Africa,Coffee,2001,1878.313775,1189.5218
76,BRA,Brazil,Latin America and the Caribbean,Coffee,2001,2563.540216,509.3001389
84,BLZ,Belize,Latin America and the Caribbean,Coffee,2001,113.6299,96.8509334
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),Coffee,2001,,
92,VGB,British Virgin Islands,Latin America and the Caribbean,Coffee,2001,84.869,52.489
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),Coffee,2001,313.802,182.83
100,BGR,Bulgaria,Europe,Coffee,2001,16607.9463,16050.78136
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),Coffee,2001,306.0546618,139.2784745
108,BDI,Burundi,Sub-Saharan Africa,Coffee,2001,25.345,21.41
112,BLR,Belarus,Europe,Coffee,2001,1808.059952,658.161866
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee,2001,32.33852314,19.4169625
120,CMR,Cameroon,Sub-Saharan Africa,Coffee,2001,57.4558994,65.95944845
124,CAN,Canada,Northern America,Coffee,2001,378497.4406,203765.1918
132,CPV,Cabo Verde,Sub-Saharan Africa,Coffee,2001,976.440786,521.2852214
136,CYM,Cayman Islands,Latin America and the Caribbean,Coffee,2001,768.226354,484.79
140,CAF,Central African Republic,Sub-Saharan Africa,Coffee,2001,49.603,34.106
144,LKA,Sri Lanka,Central and Southern Asia,Coffee,2001,807.5233897,265.2939198
152,CHL,Chile,Latin America and the Caribbean,Coffee,2001,15065.72283,10355.39158
156,CHN,China,China,Coffee,2001,7516.142648,5564.256197
162,CXR,Christmas Islands,,Coffee,2001,25.747,108
170,COL,Colombia,Latin America and the Caribbean,Coffee,2001,5352.888939,5556.662131
174,COM,Comoros,Sub-Saharan Africa,Coffee,2001,2.474829,0.553
175,MYT,Mayotte,Sub-Saharan Africa,Coffee,2001,230.3555568,97.722527
178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee,2001,238.236546,102.446
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,Coffee,2001,307.110524,151.786
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),Coffee,2001,55.55,10.631
188,CRI,Costa Rica,Latin America and the Caribbean,Coffee,2001,445.711214,366.8659065
191,HRV,Croatia,Europe,Coffee,2001,22918.56478,15240.76284
192,CUB,Cuba,Latin America and the Caribbean,Coffee,2001,2961.475274,1979.954694
196,CYP,Cyprus,Northern Africa and Western Asia,Coffee,2001,3512.518745,2425.978281
203,CZE,Czech Republic,Europe,Coffee,2001,29400.53243,24217.48865
204,BEN,Benin,Sub-Saharan Africa,Coffee,2001,25.22620266,7.638648895
208,DNK,Denmark,Europe,Coffee,2001,74959.48245,55790.03742
212,DMA,Dominica,Latin America and the Caribbean,Coffee,2001,90.8048687,75.2009076
214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee,2001,163.431606,29.423
218,ECU,Ecuador,Latin America and the Caribbean,Coffee,2001,1361.473427,2872.942878
222,SLV,El Salvador,Latin America and the Caribbean,Coffee,2001,636.679993,681.0696043
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,Coffee,2001,63.417586,20.778
231,ETH,Ethiopia,Sub-Saharan Africa,Coffee,2001,2406.122558,6734.22
232,ERI,Eritrea,Sub-Saharan Africa,Coffee,2001,1777.22169,2329.412
233,EST,Estonia,Europe,Coffee,2001,19909.45821,7760.319475
234,FRO,Faeroe Islands,Europe,Coffee,2001,1029.520967,304.7054632
239,SGS,South Georgia and the South Sandwich Islands,,Coffee,2001,43.344,36.614
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee,2001,113.052,40.28
246,FIN,Finland,Europe,Coffee,2001,87165.48576,60508.3142
251,FRA,France,Europe,Coffee,2001,489099.4839,351814.7215
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee,2001,1777.034103,371.021476
262,DJI,Djibouti,Sub-Saharan Africa,Coffee,2001,9509.22626,6069.62
266,GAB,Gabon,Sub-Saharan Africa,Coffee,2001,240.206516,89.28269773
268,GEO,Georgia,Northern Africa and Western Asia,Coffee,2001,2875.032564,1965.793906
270,GMB,Gambia,Sub-Saharan Africa,Coffee,2001,122.322949,234.51
275,PSE,State of Palestine,Northern Africa and Western Asia,Coffee,2001,132.48,26.554
276,DEU,Germany,Europe,Coffee,2001,1073350.146,823014.4333
288,GHA,Ghana,Sub-Saharan Africa,Coffee,2001,139.34035,29.874
292,GIB,Gibraltar,Europe,Coffee,2001,135.286686,74.29
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),Coffee,2001,56.596,7.189
300,GRC,Greece,Europe,Coffee,2001,52346.75715,40191.17259
304,GRL,Greenland,Northern America,Coffee,2001,840.756594,225.67782
308,GRD,Grenada,Latin America and the Caribbean,Coffee,2001,129.8542924,170.5579234
316,GUM,Guam,Oceania (excl. Australia and New Zealand),Coffee,2001,2.384,0.352
320,GTM,Guatemala,Latin America and the Caribbean,Coffee,2001,832.9133366,614.3915581
324,GIN,Guinea,Sub-Saharan Africa,Coffee,2001,82.596756,48.110243
328,GUY,Guyana,Latin America and the Caribbean,Coffee,2001,99.0105795,64.0748962
332,HTI,Haiti,Latin America and the Caribbean,Coffee,2001,20.024,19.863
336,VAT,Holy See,Europe,Coffee,2001,140.976428,43.975
340,HND,Honduras,Latin America and the Caribbean,Coffee,2001,268.5404291,163.8305972
344,HKG,"China, Hong Kong SAR",China,Coffee,2001,13225.12268,5399.95045
348,HUN,Hungary,Europe,Coffee,2001,28808.52788,27606.15123
352,ISL,Iceland,Europe,Coffee,2001,5812.381038,2152.195519
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee,2001,5283.068896,6027.343194
364,IRN,Iran,Central and Southern Asia,Coffee,2001,1606.675774,1572.134202
368,IRQ,Iraq,Northern Africa and Western Asia,Coffee,2001,147.442,77.899
372,IRL,Ireland,Europe,Coffee,2001,12146.87396,3935.191784
376,ISR,Israel,Northern Africa and Western Asia,Coffee,2001,35592.75826,23879.17168
381,ITA,Italy,Europe,Coffee,2001,441890.9214,356956.7313
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee,2001,189.390559,66.31087972
388,JAM,Jamaica,Latin America and the Caribbean,Coffee,2001,1089.10639,515.273433
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),Coffee,2001,537612.148,368261.891
398,KAZ,Kazakhstan,Central and Southern Asia,Coffee,2001,411.973946,106.1502242
400,JOR,Jordan,Northern Africa and Western Asia,Coffee,2001,9204.096403,9633.215534
404,KEN,Kenya,Sub-Saharan Africa,Coffee,2001,12951.9075,13340.97579
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2001,5679.8435,4267.48
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee,2001,60131.49523,54671.29752
414,KWT,Kuwait,Northern Africa and Western Asia,Coffee,2001,3837.034104,2615.638
417,KGZ,Kyrgyzstan,Central and Southern Asia,Coffee,2001,80.8897177,43.39079427
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),Coffee,2001,65.51,48.298
422,LBN,Lebanon,Northern Africa and Western Asia,Coffee,2001,24808.84055,25076.96687
428,LVA,Latvia,Europe,Coffee,2001,14458.91564,4990.193434
430,LBR,Liberia,Sub-Saharan Africa,Coffee,2001,33.353,40.665
434,LBY,Libya,Northern Africa and Western Asia,Coffee,2001,255.793823,127.553
440,LTU,Lithuania,Europe,Coffee,2001,29320.5475,10022.51673
442,LUX,Luxembourg,Europe,Coffee,2001,36167.46114,8328.896382
446,MAC,"China, Macao SAR",China,Coffee,2001,680.8080649,566.2338114
450,MDG,Madagascar,Sub-Saharan Africa,Coffee,2001,60.617177,13.6051675
454,MWI,Malawi,Sub-Saharan Africa,Coffee,2001,104.3588324,55.6290806
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee,2001,17246.24939,10671.37572
462,MDV,Maldives,Central and Southern Asia,Coffee,2001,272.5787893,41.88962046
466,MLI,Mali,Sub-Saharan Africa,Coffee,2001,98.442237,45.2689644
